k,d,n,acc
64,384,65536,0.0
64,448,65536,0.0
64,512,65536,0.0
64,576,65536,0.0
64,640,65536,0.0
64,704,65536,0.0
64,768,65536,0.0
64,832,65536,0.0
64,896,65536,0.0
64,960,65536,0.0
64,1024,65536,0.0
64,1088,65536,0.0
64,1152,65536,0.0
64,1216,65536,0.0
64,1280,65536,0.0
64,1344,65536,0.0
64,1408,65536,0.0
64,1472,65536,0.0
64,1536,65536,0.0
64,1600,65536,0.0
64,1664,65536,0.0
64,1728,65536,0.0
64,1792,65536,0.0
64,1856,65536,0.0009765625
64,1920,65536,0.005859375
64,1984,65536,0.0048828125
64,2048,65536,0.0146484375
64,2112,65536,0.0361328125
64,2176,65536,0.0517578125
64,2240,65536,0.08984375
64,2304,65536,0.1103515625
64,2368,65536,0.140625
64,2432,65536,0.201171875
64,2496,65536,0.2509765625
64,2560,65536,0.3193359375
64,2624,65536,0.37109375
64,2688,65536,0.4189453125
64,2752,65536,0.5224609375
64,2816,65536,0.5771484375
64,2880,65536,0.6103515625
64,2944,65536,0.650390625
64,3008,65536,0.7119140625
64,3072,65536,0.7705078125
64,3136,65536,0.814453125
64,3200,65536,0.830078125
64,3264,65536,0.849609375
64,3328,65536,0.8603515625
64,3392,65536,0.90625
64,3456,65536,0.90625
64,3520,65536,0.9287109375
64,3584,65536,0.9384765625
64,3648,65536,0.95703125
64,3712,65536,0.9677734375
64,3776,65536,0.9609375
64,3840,65536,0.9755859375
64,3904,65536,0.974609375
64,3968,65536,0.984375
64,4032,65536,0.98046875
64,4096,65536,0.98828125
1,64,16384,1.0
1,128,16384,1.0
1,192,16384,1.0
1,256,16384,1.0
1,320,16384,1.0
1,384,16384,1.0
1,448,16384,1.0
1,512,16384,1.0
1,576,16384,1.0
1,640,16384,1.0
1,704,16384,1.0
1,768,16384,1.0
1,832,16384,1.0
1,896,16384,1.0
1,960,16384,1.0
1,1024,16384,1.0
1,1088,16384,1.0
1,1152,16384,1.0
1,1216,16384,1.0
1,1280,16384,1.0
1,1344,16384,1.0
1,1408,16384,1.0
1,1472,16384,1.0
1,1536,16384,1.0
1,1600,16384,1.0
1,1664,16384,1.0
1,1728,16384,1.0
1,1792,16384,1.0
1,1856,16384,1.0
1,1920,16384,1.0
1,1984,16384,1.0
1,2048,16384,1.0
1,2112,16384,1.0
1,2176,16384,1.0
1,2240,16384,1.0
1,2304,16384,1.0
1,2368,16384,1.0
1,2432,16384,1.0
1,2496,16384,1.0
1,2560,16384,1.0
1,2624,16384,1.0
1,2688,16384,1.0
1,2752,16384,1.0
1,2816,16384,1.0
1,2880,16384,1.0
1,2944,16384,1.0
1,3008,16384,1.0
1,3072,16384,1.0
1,3136,16384,1.0
1,3200,16384,1.0
1,3264,16384,1.0
1,3328,16384,1.0
1,3392,16384,1.0
1,3456,16384,1.0
1,3520,16384,1.0
1,3584,16384,1.0
1,3648,16384,1.0
1,3712,16384,1.0
1,3776,16384,1.0
1,3840,16384,1.0
1,3904,16384,1.0
1,3968,16384,1.0
1,4032,16384,1.0
1,4096,16384,1.0
2,64,16384,1.0
2,128,16384,1.0
2,192,16384,1.0
2,256,16384,1.0
2,320,16384,1.0
2,384,16384,1.0
2,448,16384,1.0
2,512,16384,1.0
2,576,16384,1.0
2,640,16384,1.0
2,704,16384,1.0
2,768,16384,1.0
2,832,16384,1.0
2,896,16384,1.0
2,960,16384,1.0
2,1024,16384,1.0
2,1088,16384,1.0
2,1152,16384,1.0
2,1216,16384,1.0
2,1280,16384,1.0
2,1344,16384,1.0
2,1408,16384,1.0
2,1472,16384,1.0
2,1536,16384,1.0
2,1600,16384,1.0
2,1664,16384,1.0
2,1728,16384,1.0
2,1792,16384,1.0
2,1856,16384,1.0
2,1920,16384,1.0
2,1984,16384,1.0
2,2048,16384,1.0
2,2112,16384,1.0
2,2176,16384,1.0
2,2240,16384,1.0
2,2304,16384,1.0
2,2368,16384,1.0
2,2432,16384,1.0
2,2496,16384,1.0
2,2560,16384,1.0
2,2624,16384,1.0
2,2688,16384,1.0
2,2752,16384,1.0
2,2816,16384,1.0
2,2880,16384,1.0
2,2944,16384,1.0
2,3008,16384,1.0
2,3072,16384,1.0
2,3136,16384,1.0
2,3200,16384,1.0
2,3264,16384,1.0
2,3328,16384,1.0
2,3392,16384,1.0
2,3456,16384,1.0
2,3520,16384,1.0
2,3584,16384,1.0
2,3648,16384,1.0
2,3712,16384,1.0
2,3776,16384,1.0
2,3840,16384,1.0
2,3904,16384,1.0
2,3968,16384,1.0
2,4032,16384,1.0
2,4096,16384,1.0
3,64,16384,0.7392578125
3,128,16384,1.0
3,192,16384,1.0
3,256,16384,1.0
3,320,16384,1.0
3,384,16384,1.0
3,448,16384,1.0
3,512,16384,1.0
3,576,16384,1.0
3,640,16384,1.0
3,704,16384,1.0
3,768,16384,1.0
3,832,16384,1.0
3,896,16384,1.0
3,960,16384,1.0
3,1024,16384,1.0
3,1088,16384,1.0
3,1152,16384,1.0
3,1216,16384,1.0
3,1280,16384,1.0
3,1344,16384,1.0
3,1408,16384,1.0
3,1472,16384,1.0
3,1536,16384,1.0
3,1600,16384,1.0
3,1664,16384,1.0
3,1728,16384,1.0
3,1792,16384,1.0
3,1856,16384,1.0
3,1920,16384,1.0
3,1984,16384,1.0
3,2048,16384,1.0
3,2112,16384,1.0
3,2176,16384,1.0
3,2240,16384,1.0
3,2304,16384,1.0
3,2368,16384,1.0
3,2432,16384,1.0
3,2496,16384,1.0
3,2560,16384,1.0
3,2624,16384,1.0
3,2688,16384,1.0
3,2752,16384,1.0
3,2816,16384,1.0
3,2880,16384,1.0
3,2944,16384,1.0
3,3008,16384,1.0
3,3072,16384,1.0
3,3136,16384,1.0
3,3200,16384,1.0
3,3264,16384,1.0
3,3328,16384,1.0
3,3392,16384,1.0
3,3456,16384,1.0
3,3520,16384,1.0
3,3584,16384,1.0
3,3648,16384,1.0
3,3712,16384,1.0
3,3776,16384,1.0
3,3840,16384,1.0
3,3904,16384,1.0
3,3968,16384,1.0
3,4032,16384,1.0
3,4096,16384,1.0
4,64,16384,0.142578125
4,128,16384,0.962890625
4,192,16384,1.0
4,256,16384,1.0
4,320,16384,1.0
4,384,16384,1.0
4,448,16384,1.0
4,512,16384,1.0
4,576,16384,1.0
4,640,16384,1.0
4,704,16384,1.0
4,768,16384,1.0
4,832,16384,1.0
4,896,16384,1.0
4,960,16384,1.0
4,1024,16384,1.0
4,1088,16384,1.0
4,1152,16384,1.0
4,1216,16384,1.0
4,1280,16384,1.0
4,1344,16384,1.0
4,1408,16384,1.0
4,1472,16384,1.0
4,1536,16384,1.0
4,1600,16384,1.0
4,1664,16384,1.0
4,1728,16384,1.0
4,1792,16384,1.0
4,1856,16384,1.0
4,1920,16384,1.0
4,1984,16384,1.0
4,2048,16384,1.0
4,2112,16384,1.0
4,2176,16384,1.0
4,2240,16384,1.0
4,2304,16384,1.0
4,2368,16384,1.0
4,2432,16384,1.0
4,2496,16384,1.0
4,2560,16384,1.0
4,2624,16384,1.0
4,2688,16384,1.0
4,2752,16384,1.0
4,2816,16384,1.0
4,2880,16384,1.0
4,2944,16384,1.0
4,3008,16384,1.0
4,3072,16384,1.0
4,3136,16384,1.0
4,3200,16384,1.0
4,3264,16384,1.0
4,3328,16384,1.0
4,3392,16384,1.0
4,3456,16384,1.0
4,3520,16384,1.0
4,3584,16384,1.0
4,3648,16384,1.0
4,3712,16384,1.0
4,3776,16384,1.0
4,3840,16384,1.0
4,3904,16384,1.0
4,3968,16384,1.0
4,4032,16384,1.0
4,4096,16384,1.0
5,64,16384,0.01171875
5,128,16384,0.6728515625
5,192,16384,0.9697265625
5,256,16384,0.9990234375
5,320,16384,1.0
5,384,16384,1.0
5,448,16384,1.0
5,512,16384,1.0
5,576,16384,1.0
5,640,16384,1.0
5,704,16384,1.0
5,768,16384,1.0
5,832,16384,1.0
5,896,16384,1.0
5,960,16384,1.0
5,1024,16384,1.0
5,1088,16384,1.0
5,1152,16384,1.0
5,1216,16384,1.0
5,1280,16384,1.0
5,1344,16384,1.0
5,1408,16384,1.0
5,1472,16384,1.0
5,1536,16384,1.0
5,1600,16384,1.0
5,1664,16384,1.0
5,1728,16384,1.0
5,1792,16384,1.0
5,1856,16384,1.0
5,1920,16384,1.0
5,1984,16384,1.0
5,2048,16384,1.0
5,2112,16384,1.0
5,2176,16384,1.0
5,2240,16384,1.0
5,2304,16384,1.0
5,2368,16384,1.0
5,2432,16384,1.0
5,2496,16384,1.0
5,2560,16384,1.0
5,2624,16384,1.0
5,2688,16384,1.0
5,2752,16384,1.0
5,2816,16384,1.0
5,2880,16384,1.0
5,2944,16384,1.0
5,3008,16384,1.0
5,3072,16384,1.0
5,3136,16384,1.0
5,3200,16384,1.0
5,3264,16384,1.0
5,3328,16384,1.0
5,3392,16384,1.0
5,3456,16384,1.0
5,3520,16384,1.0
5,3584,16384,1.0
5,3648,16384,1.0
5,3712,16384,1.0
5,3776,16384,1.0
5,3840,16384,1.0
5,3904,16384,1.0
5,3968,16384,1.0
5,4032,16384,1.0
5,4096,16384,1.0
6,64,16384,0.0009765625
6,128,16384,0.2646484375
6,192,16384,0.884765625
6,256,16384,0.982421875
6,320,16384,1.0
6,384,16384,1.0
6,448,16384,1.0
6,512,16384,1.0
6,576,16384,1.0
6,640,16384,1.0
6,704,16384,1.0
6,768,16384,1.0
6,832,16384,1.0
6,896,16384,1.0
6,960,16384,1.0
6,1024,16384,1.0
6,1088,16384,1.0
6,1152,16384,1.0
6,1216,16384,1.0
6,1280,16384,1.0
6,1344,16384,1.0
6,1408,16384,1.0
6,1472,16384,1.0
6,1536,16384,1.0
6,1600,16384,1.0
6,1664,16384,1.0
6,1728,16384,1.0
6,1792,16384,1.0
6,1856,16384,1.0
6,1920,16384,1.0
6,1984,16384,1.0
6,2048,16384,1.0
6,2112,16384,1.0
6,2176,16384,1.0
6,2240,16384,1.0
6,2304,16384,1.0
6,2368,16384,1.0
6,2432,16384,1.0
6,2496,16384,1.0
6,2560,16384,1.0
6,2624,16384,1.0
6,2688,16384,1.0
6,2752,16384,1.0
6,2816,16384,1.0
6,2880,16384,1.0
6,2944,16384,1.0
6,3008,16384,1.0
6,3072,16384,1.0
6,3136,16384,1.0
6,3200,16384,1.0
6,3264,16384,1.0
6,3328,16384,1.0
6,3392,16384,1.0
6,3456,16384,1.0
6,3520,16384,1.0
6,3584,16384,1.0
6,3648,16384,1.0
6,3712,16384,1.0
6,3776,16384,1.0
6,3840,16384,1.0
6,3904,16384,1.0
6,3968,16384,1.0
6,4032,16384,1.0
6,4096,16384,1.0
7,64,16384,0.0
7,128,16384,0.0908203125
7,192,16384,0.62109375
7,256,16384,0.9296875
7,320,16384,0.9873046875
7,384,16384,1.0
7,448,16384,1.0
7,512,16384,1.0
7,576,16384,1.0
7,640,16384,1.0
7,704,16384,1.0
7,768,16384,1.0
7,832,16384,1.0
7,896,16384,1.0
7,960,16384,1.0
7,1024,16384,1.0
7,1088,16384,1.0
7,1152,16384,1.0
7,1216,16384,1.0
7,1280,16384,1.0
7,1344,16384,1.0
7,1408,16384,1.0
7,1472,16384,1.0
7,1536,16384,1.0
7,1600,16384,1.0
7,1664,16384,1.0
7,1728,16384,1.0
7,1792,16384,1.0
7,1856,16384,1.0
7,1920,16384,1.0
7,1984,16384,1.0
7,2048,16384,1.0
7,2112,16384,1.0
7,2176,16384,1.0
7,2240,16384,1.0
7,2304,16384,1.0
7,2368,16384,1.0
7,2432,16384,1.0
7,2496,16384,1.0
7,2560,16384,1.0
7,2624,16384,1.0
7,2688,16384,1.0
7,2752,16384,1.0
7,2816,16384,1.0
7,2880,16384,1.0
7,2944,16384,1.0
7,3008,16384,1.0
7,3072,16384,1.0
7,3136,16384,1.0
7,3200,16384,1.0
7,3264,16384,1.0
7,3328,16384,1.0
7,3392,16384,1.0
7,3456,16384,1.0
7,3520,16384,1.0
7,3584,16384,1.0
7,3648,16384,1.0
7,3712,16384,1.0
7,3776,16384,1.0
7,3840,16384,1.0
7,3904,16384,1.0
7,3968,16384,1.0
7,4032,16384,1.0
7,4096,16384,1.0
8,64,16384,0.0
8,128,16384,0.01953125
8,192,16384,0.33984375
8,256,16384,0.7900390625
8,320,16384,0.9609375
8,384,16384,0.9951171875
8,448,16384,1.0
8,512,16384,1.0
8,576,16384,1.0
8,640,16384,1.0
8,704,16384,1.0
8,768,16384,1.0
8,832,16384,1.0
8,896,16384,1.0
8,960,16384,1.0
8,1024,16384,1.0
8,1088,16384,1.0
8,1152,16384,1.0
8,1216,16384,1.0
8,1280,16384,1.0
8,1344,16384,1.0
8,1408,16384,1.0
8,1472,16384,1.0
8,1536,16384,1.0
8,1600,16384,1.0
8,1664,16384,1.0
8,1728,16384,1.0
8,1792,16384,1.0
8,1856,16384,1.0
8,1920,16384,1.0
8,1984,16384,1.0
8,2048,16384,1.0
8,2112,16384,1.0
8,2176,16384,1.0
8,2240,16384,1.0
8,2304,16384,1.0
8,2368,16384,1.0
8,2432,16384,1.0
8,2496,16384,1.0
8,2560,16384,1.0
8,2624,16384,1.0
8,2688,16384,1.0
8,2752,16384,1.0
8,2816,16384,1.0
8,2880,16384,1.0
8,2944,16384,1.0
8,3008,16384,1.0
8,3072,16384,1.0
8,3136,16384,1.0
8,3200,16384,1.0
8,3264,16384,1.0
8,3328,16384,1.0
8,3392,16384,1.0
8,3456,16384,1.0
8,3520,16384,1.0
8,3584,16384,1.0
8,3648,16384,1.0
8,3712,16384,1.0
8,3776,16384,1.0
8,3840,16384,1.0
8,3904,16384,1.0
8,3968,16384,1.0
8,4032,16384,1.0
8,4096,16384,1.0
9,64,16384,0.0
9,128,16384,0.0
9,192,16384,0.115234375
9,256,16384,0.5947265625
9,320,16384,0.88671875
9,384,16384,0.9794921875
9,448,16384,0.994140625
9,512,16384,1.0
9,576,16384,1.0
9,640,16384,1.0
9,704,16384,1.0
9,768,16384,1.0
9,832,16384,1.0
9,896,16384,1.0
9,960,16384,1.0
9,1024,16384,1.0
9,1088,16384,1.0
9,1152,16384,1.0
9,1216,16384,1.0
9,1280,16384,1.0
9,1344,16384,1.0
9,1408,16384,1.0
9,1472,16384,1.0
9,1536,16384,1.0
9,1600,16384,1.0
9,1664,16384,1.0
9,1728,16384,1.0
9,1792,16384,1.0
9,1856,16384,1.0
9,1920,16384,1.0
9,1984,16384,1.0
9,2048,16384,1.0
9,2112,16384,1.0
9,2176,16384,1.0
9,2240,16384,1.0
9,2304,16384,1.0
9,2368,16384,1.0
9,2432,16384,1.0
9,2496,16384,1.0
9,2560,16384,1.0
9,2624,16384,1.0
9,2688,16384,1.0
9,2752,16384,1.0
9,2816,16384,1.0
9,2880,16384,1.0
9,2944,16384,1.0
9,3008,16384,1.0
9,3072,16384,1.0
9,3136,16384,1.0
9,3200,16384,1.0
9,3264,16384,1.0
9,3328,16384,1.0
9,3392,16384,1.0
9,3456,16384,1.0
9,3520,16384,1.0
9,3584,16384,1.0
9,3648,16384,1.0
9,3712,16384,1.0
9,3776,16384,1.0
9,3840,16384,1.0
9,3904,16384,1.0
9,3968,16384,1.0
9,4032,16384,1.0
9,4096,16384,1.0
10,64,16384,0.0
10,128,16384,0.0
10,192,16384,0.0478515625
10,256,16384,0.3388671875
10,320,16384,0.736328125
10,384,16384,0.9111328125
10,448,16384,0.9833984375
10,512,16384,0.99609375
10,576,16384,0.9990234375
10,640,16384,1.0
10,704,16384,1.0
10,768,16384,1.0
10,832,16384,1.0
10,896,16384,1.0
10,960,16384,1.0
10,1024,16384,1.0
10,1088,16384,1.0
10,1152,16384,1.0
10,1216,16384,1.0
10,1280,16384,1.0
10,1344,16384,1.0
10,1408,16384,1.0
10,1472,16384,1.0
10,1536,16384,1.0
10,1600,16384,1.0
10,1664,16384,1.0
10,1728,16384,1.0
10,1792,16384,1.0
10,1856,16384,1.0
10,1920,16384,1.0
10,1984,16384,1.0
10,2048,16384,1.0
10,2112,16384,1.0
10,2176,16384,1.0
10,2240,16384,1.0
10,2304,16384,1.0
10,2368,16384,1.0
10,2432,16384,1.0
10,2496,16384,1.0
10,2560,16384,1.0
10,2624,16384,1.0
10,2688,16384,1.0
10,2752,16384,1.0
10,2816,16384,1.0
10,2880,16384,1.0
10,2944,16384,1.0
10,3008,16384,1.0
10,3072,16384,1.0
10,3136,16384,1.0
10,3200,16384,1.0
10,3264,16384,1.0
10,3328,16384,1.0
10,3392,16384,1.0
10,3456,16384,1.0
10,3520,16384,1.0
10,3584,16384,1.0
10,3648,16384,1.0
10,3712,16384,1.0
10,3776,16384,1.0
10,3840,16384,1.0
10,3904,16384,1.0
10,3968,16384,1.0
10,4032,16384,1.0
10,4096,16384,1.0
11,64,16384,0.0
11,128,16384,0.0
11,192,16384,0.0078125
11,256,16384,0.1474609375
11,320,16384,0.5107421875
11,384,16384,0.814453125
11,448,16384,0.9384765625
11,512,16384,0.9814453125
11,576,16384,0.994140625
11,640,16384,0.998046875
11,704,16384,1.0
11,768,16384,1.0
11,832,16384,1.0
11,896,16384,1.0
11,960,16384,1.0
11,1024,16384,1.0
11,1088,16384,1.0
11,1152,16384,1.0
11,1216,16384,1.0
11,1280,16384,1.0
11,1344,16384,1.0
11,1408,16384,1.0
11,1472,16384,1.0
11,1536,16384,1.0
11,1600,16384,1.0
11,1664,16384,1.0
11,1728,16384,1.0
11,1792,16384,1.0
11,1856,16384,1.0
11,1920,16384,1.0
11,1984,16384,1.0
11,2048,16384,1.0
11,2112,16384,1.0
11,2176,16384,1.0
11,2240,16384,1.0
11,2304,16384,1.0
11,2368,16384,1.0
11,2432,16384,1.0
11,2496,16384,1.0
11,2560,16384,1.0
11,2624,16384,1.0
11,2688,16384,1.0
11,2752,16384,1.0
11,2816,16384,1.0
11,2880,16384,1.0
11,2944,16384,1.0
11,3008,16384,1.0
11,3072,16384,1.0
11,3136,16384,1.0
11,3200,16384,1.0
11,3264,16384,1.0
11,3328,16384,1.0
11,3392,16384,1.0
11,3456,16384,1.0
11,3520,16384,1.0
11,3584,16384,1.0
11,3648,16384,1.0
11,3712,16384,1.0
11,3776,16384,1.0
11,3840,16384,1.0
11,3904,16384,1.0
11,3968,16384,1.0
11,4032,16384,1.0
11,4096,16384,1.0
12,64,16384,0.0
12,128,16384,0.0
12,192,16384,0.0009765625
12,256,16384,0.0576171875
12,320,16384,0.337890625
12,384,16384,0.6708984375
12,448,16384,0.8583984375
12,512,16384,0.9580078125
12,576,16384,0.984375
12,640,16384,0.99609375
12,704,16384,0.9990234375
12,768,16384,1.0
12,832,16384,1.0
12,896,16384,1.0
12,960,16384,1.0
12,1024,16384,1.0
12,1088,16384,1.0
12,1152,16384,1.0
12,1216,16384,1.0
12,1280,16384,1.0
12,1344,16384,1.0
12,1408,16384,1.0
12,1472,16384,1.0
12,1536,16384,1.0
12,1600,16384,1.0
12,1664,16384,1.0
12,1728,16384,1.0
12,1792,16384,1.0
12,1856,16384,1.0
12,1920,16384,1.0
12,1984,16384,1.0
12,2048,16384,1.0
12,2112,16384,1.0
12,2176,16384,1.0
12,2240,16384,1.0
12,2304,16384,1.0
12,2368,16384,1.0
12,2432,16384,1.0
12,2496,16384,1.0
12,2560,16384,1.0
12,2624,16384,1.0
12,2688,16384,1.0
12,2752,16384,1.0
12,2816,16384,1.0
12,2880,16384,1.0
12,2944,16384,1.0
12,3008,16384,1.0
12,3072,16384,1.0
12,3136,16384,1.0
12,3200,16384,1.0
12,3264,16384,1.0
12,3328,16384,1.0
12,3392,16384,1.0
12,3456,16384,1.0
12,3520,16384,1.0
12,3584,16384,1.0
12,3648,16384,1.0
12,3712,16384,1.0
12,3776,16384,1.0
12,3840,16384,1.0
12,3904,16384,1.0
12,3968,16384,1.0
12,4032,16384,1.0
12,4096,16384,1.0
13,64,16384,0.0
13,128,16384,0.0
13,192,16384,0.0
13,256,16384,0.01953125
13,320,16384,0.166015625
13,384,16384,0.5078125
13,448,16384,0.7265625
13,512,16384,0.890625
13,576,16384,0.9599609375
13,640,16384,0.990234375
13,704,16384,0.998046875
13,768,16384,1.0
13,832,16384,1.0
13,896,16384,0.9990234375
13,960,16384,1.0
13,1024,16384,1.0
13,1088,16384,1.0
13,1152,16384,1.0
13,1216,16384,1.0
13,1280,16384,1.0
13,1344,16384,1.0
13,1408,16384,1.0
13,1472,16384,1.0
13,1536,16384,1.0
13,1600,16384,1.0
13,1664,16384,1.0
13,1728,16384,1.0
13,1792,16384,1.0
13,1856,16384,1.0
13,1920,16384,1.0
13,1984,16384,1.0
13,2048,16384,1.0
13,2112,16384,1.0
13,2176,16384,1.0
13,2240,16384,1.0
13,2304,16384,1.0
13,2368,16384,1.0
13,2432,16384,1.0
13,2496,16384,1.0
13,2560,16384,1.0
13,2624,16384,1.0
13,2688,16384,1.0
13,2752,16384,1.0
13,2816,16384,1.0
13,2880,16384,1.0
13,2944,16384,1.0
13,3008,16384,1.0
13,3072,16384,1.0
13,3136,16384,1.0
13,3200,16384,1.0
13,3264,16384,1.0
13,3328,16384,1.0
13,3392,16384,1.0
13,3456,16384,1.0
13,3520,16384,1.0
13,3584,16384,1.0
13,3648,16384,1.0
13,3712,16384,1.0
13,3776,16384,1.0
13,3840,16384,1.0
13,3904,16384,1.0
13,3968,16384,1.0
13,4032,16384,1.0
13,4096,16384,1.0
14,64,16384,0.0
14,128,16384,0.0
14,192,16384,0.0
14,256,16384,0.0078125
14,320,16384,0.078125
14,384,16384,0.30078125
14,448,16384,0.599609375
14,512,16384,0.8212890625
14,576,16384,0.9248046875
14,640,16384,0.96875
14,704,16384,0.9892578125
14,768,16384,0.99609375
14,832,16384,0.9970703125
14,896,16384,0.9990234375
14,960,16384,0.9990234375
14,1024,16384,1.0
14,1088,16384,1.0
14,1152,16384,1.0
14,1216,16384,1.0
14,1280,16384,1.0
14,1344,16384,1.0
14,1408,16384,1.0
14,1472,16384,1.0
14,1536,16384,1.0
14,1600,16384,1.0
14,1664,16384,1.0
14,1728,16384,1.0
14,1792,16384,1.0
14,1856,16384,1.0
14,1920,16384,1.0
14,1984,16384,1.0
14,2048,16384,1.0
14,2112,16384,1.0
14,2176,16384,1.0
14,2240,16384,1.0
14,2304,16384,1.0
14,2368,16384,1.0
14,2432,16384,1.0
14,2496,16384,1.0
14,2560,16384,1.0
14,2624,16384,1.0
14,2688,16384,1.0
14,2752,16384,1.0
14,2816,16384,1.0
14,2880,16384,1.0
14,2944,16384,1.0
14,3008,16384,1.0
14,3072,16384,1.0
14,3136,16384,1.0
14,3200,16384,1.0
14,3264,16384,1.0
14,3328,16384,1.0
14,3392,16384,1.0
14,3456,16384,1.0
14,3520,16384,1.0
14,3584,16384,1.0
14,3648,16384,1.0
14,3712,16384,1.0
14,3776,16384,1.0
14,3840,16384,1.0
14,3904,16384,1.0
14,3968,16384,1.0
14,4032,16384,1.0
14,4096,16384,1.0
15,64,16384,0.0
15,128,16384,0.0
15,192,16384,0.0
15,256,16384,0.0009765625
15,320,16384,0.0478515625
15,384,16384,0.2021484375
15,448,16384,0.4453125
15,512,16384,0.6904296875
15,576,16384,0.849609375
15,640,16384,0.927734375
15,704,16384,0.9716796875
15,768,16384,0.9931640625
15,832,16384,0.9990234375
15,896,16384,0.9990234375
15,960,16384,0.9990234375
15,1024,16384,0.9990234375
15,1088,16384,1.0
15,1152,16384,1.0
15,1216,16384,1.0
15,1280,16384,1.0
15,1344,16384,1.0
15,1408,16384,1.0
15,1472,16384,1.0
15,1536,16384,1.0
15,1600,16384,1.0
15,1664,16384,1.0
15,1728,16384,1.0
15,1792,16384,1.0
15,1856,16384,1.0
15,1920,16384,1.0
15,1984,16384,1.0
15,2048,16384,1.0
15,2112,16384,1.0
15,2176,16384,1.0
15,2240,16384,1.0
15,2304,16384,1.0
15,2368,16384,1.0
15,2432,16384,1.0
15,2496,16384,1.0
15,2560,16384,1.0
15,2624,16384,1.0
15,2688,16384,1.0
15,2752,16384,1.0
15,2816,16384,1.0
15,2880,16384,1.0
15,2944,16384,1.0
15,3008,16384,1.0
15,3072,16384,1.0
15,3136,16384,1.0
15,3200,16384,1.0
15,3264,16384,1.0
15,3328,16384,1.0
15,3392,16384,1.0
15,3456,16384,1.0
15,3520,16384,1.0
15,3584,16384,1.0
15,3648,16384,1.0
15,3712,16384,1.0
15,3776,16384,1.0
15,3840,16384,1.0
15,3904,16384,1.0
15,3968,16384,1.0
15,4032,16384,1.0
15,4096,16384,1.0
16,64,16384,0.0
16,128,16384,0.0
16,192,16384,0.0
16,256,16384,0.0
16,320,16384,0.0166015625
16,384,16384,0.0927734375
16,448,16384,0.294921875
16,512,16384,0.5517578125
16,576,16384,0.7255859375
16,640,16384,0.8837890625
16,704,16384,0.94921875
16,768,16384,0.9833984375
16,832,16384,0.9892578125
16,896,16384,0.9921875
16,960,16384,0.99609375
16,1024,16384,0.9990234375
16,1088,16384,1.0
16,1152,16384,1.0
16,1216,16384,1.0
16,1280,16384,1.0
16,1344,16384,1.0
16,1408,16384,1.0
16,1472,16384,1.0
16,1536,16384,1.0
16,1600,16384,1.0
16,1664,16384,1.0
16,1728,16384,1.0
16,1792,16384,1.0
16,1856,16384,1.0
16,1920,16384,1.0
16,1984,16384,1.0
16,2048,16384,1.0
16,2112,16384,1.0
16,2176,16384,1.0
16,2240,16384,1.0
16,2304,16384,1.0
16,2368,16384,1.0
16,2432,16384,1.0
16,2496,16384,1.0
16,2560,16384,1.0
16,2624,16384,1.0
16,2688,16384,1.0
16,2752,16384,1.0
16,2816,16384,1.0
16,2880,16384,1.0
16,2944,16384,1.0
16,3008,16384,1.0
16,3072,16384,1.0
16,3136,16384,1.0
16,3200,16384,1.0
16,3264,16384,1.0
16,3328,16384,1.0
16,3392,16384,1.0
16,3456,16384,1.0
16,3520,16384,1.0
16,3584,16384,1.0
16,3648,16384,1.0
16,3712,16384,1.0
16,3776,16384,1.0
16,3840,16384,1.0
16,3904,16384,1.0
16,3968,16384,1.0
16,4032,16384,1.0
16,4096,16384,1.0
17,64,16384,0.0
17,128,16384,0.0
17,192,16384,0.0
17,256,16384,0.0
17,320,16384,0.001953125
17,384,16384,0.0283203125
17,448,16384,0.171875
17,512,16384,0.4189453125
17,576,16384,0.626953125
17,640,16384,0.798828125
17,704,16384,0.890625
17,768,16384,0.9541015625
17,832,16384,0.9775390625
17,896,16384,0.9921875
17,960,16384,0.998046875
17,1024,16384,0.9990234375
17,1088,16384,0.9970703125
17,1152,16384,1.0
17,1216,16384,1.0
17,1280,16384,1.0
17,1344,16384,1.0
17,1408,16384,1.0
17,1472,16384,1.0
17,1536,16384,1.0
17,1600,16384,1.0
17,1664,16384,1.0
17,1728,16384,1.0
17,1792,16384,1.0
17,1856,16384,1.0
17,1920,16384,1.0
17,1984,16384,1.0
17,2048,16384,1.0
17,2112,16384,1.0
17,2176,16384,1.0
17,2240,16384,1.0
17,2304,16384,1.0
17,2368,16384,1.0
17,2432,16384,1.0
17,2496,16384,1.0
17,2560,16384,1.0
17,2624,16384,1.0
17,2688,16384,1.0
17,2752,16384,1.0
17,2816,16384,1.0
17,2880,16384,1.0
17,2944,16384,1.0
17,3008,16384,1.0
17,3072,16384,1.0
17,3136,16384,1.0
17,3200,16384,1.0
17,3264,16384,1.0
17,3328,16384,1.0
17,3392,16384,1.0
17,3456,16384,1.0
17,3520,16384,1.0
17,3584,16384,1.0
17,3648,16384,1.0
17,3712,16384,1.0
17,3776,16384,1.0
17,3840,16384,1.0
17,3904,16384,1.0
17,3968,16384,1.0
17,4032,16384,1.0
17,4096,16384,1.0
18,64,16384,0.0
18,128,16384,0.0
18,192,16384,0.0
18,256,16384,0.0
18,320,16384,0.0009765625
18,384,16384,0.0166015625
18,448,16384,0.0986328125
18,512,16384,0.294921875
18,576,16384,0.5068359375
18,640,16384,0.69921875
