n,d,k,b,accuracy
1048576,1271,80,50,0.8399999737739563
1048576,615,40,50,0.699999988079071
1048576,1681,100,50,0.8600000143051147
1048576,1230,84,50,0.5199999809265137
1048576,1025,60,50,0.9200000166893005
1048576,369,20,50,0.8999999761581421
1048576,1435,80,50,0.9599999785423279
1048576,205,34,50,0.0
1048576,779,40,50,0.9399999976158142
1048576,1845,100,50,0.9399999976158142
1048576,1312,94,50,0.3199999928474426
1048576,861,78,50,0.0
1048576,1066,74,50,0.41999998688697815
1048576,902,88,50,0.0
1048576,1476,94,50,0.8199999928474426
1048576,1271,70,50,0.9599999785423279
1048576,615,30,50,1.0
1048576,1681,90,50,0.9599999785423279
1048576,1230,74,50,0.9200000166893005
1048576,1025,50,50,1.0
1048576,205,24,50,0.0
1048576,1681,58,50,1.0
1048576,1189,32,50,1.0
1048576,1230,42,50,1.0
1048576,1681,76,50,1.0
1048576,1025,18,50,1.0
1048576,1640,62,50,1.0
1048576,1476,48,50,1.0
1048576,1927,82,50,1.0
1048576,1435,56,50,1.0
1048576,1271,42,50,1.0
1048576,1886,86,50,1.0
1048576,615,2,50,1.0
1048576,1230,28,50,1.0
1048576,1681,62,50,1.0
1048576,1722,72,50,1.0
1048576,1025,22,50,1.0
1048576,1066,32,50,1.0
1048576,1640,66,50,0.9800000190734863
1048576,1435,42,50,1.0
1048576,1476,52,50,1.0
1048576,1927,86,50,1.0
1048576,1968,96,50,1.0
1048576,1886,72,50,1.0
1048576,1271,46,50,1.0
1048576,1886,90,50,1.0
1048576,615,6,50,1.0
1048576,1230,32,50,1.0
1048576,1681,66,50,1.0
1048576,1722,76,50,1.0
1048576,1066,18,50,1.0
1048576,1968,82,50,1.0
1048576,1476,56,50,1.0
1048576,1927,90,50,1.0
1048576,1517,66,50,1.0
1048576,1271,32,50,1.0
1048576,1312,42,50,1.0
1048576,1886,76,50,1.0
1048576,1722,62,50,1.0
1048576,1230,36,50,1.0
1048576,1722,80,50,1.0
1048576,1066,22,50,1.0
1048576,1927,76,50,1.0
1048576,1517,52,50,1.0
1048576,1968,86,50,1.0
1048576,1271,36,50,1.0
1048576,861,12,50,1.0
1048576,1312,46,50,1.0
1048576,1558,62,50,1.0
1048576,1722,66,50,1.0
1048576,1763,76,50,1.0
1048576,1066,26,50,1.0
1048576,1476,46,50,1.0
1048576,1517,56,50,1.0
1048576,1804,86,50,0.9800000190734863
1048576,1968,90,50,1.0
1048576,1312,32,50,1.0
1048576,861,16,50,1.0
1048576,1312,50,50,1.0
1048576,1558,48,50,1.0
1048576,1107,32,50,1.0
1048576,1558,66,50,1.0
1048576,1722,70,50,1.0
1048576,1763,80,50,0.9800000190734863
1048576,2009,96,50,1.0
1048576,1804,72,50,1.0
1048576,1517,60,50,1.0
1048576,1968,94,50,1.0
1048576,1148,32,50,1.0
1048576,1312,36,50,1.0
1048576,861,20,50,1.0
1048576,1107,18,50,1.0
1048576,1558,52,50,1.0
1048576,1763,66,50,1.0
1048576,1107,36,50,1.0
1048576,943,22,50,1.0
1048576,1394,56,50,1.0
1048576,2009,82,50,1.0
1048576,2009,100,50,1.0
1048576,1517,46,50,1.0
1048576,1804,76,50,1.0
1048576,1353,42,50,1.0
1048576,1968,80,50,1.0
1048576,861,6,50,1.0
1048576,697,2,50,1.0
1048576,1148,36,50,1.0
1048576,1107,22,50,1.0
1048576,1558,56,50,1.0
1048576,1599,66,50,1.0
1048576,1763,70,50,1.0
1048576,1394,42,50,1.0
1048576,943,26,50,1.0
1048576,2009,86,50,1.0
1048576,1353,46,50,1.0
1048576,1517,50,50,1.0
1048576,1804,80,50,1.0
1048576,1148,22,50,1.0
1048576,697,6,50,1.0
1048576,1148,40,50,1.0
1048576,1599,52,50,1.0
1048576,1107,26,50,1.0
1048576,1558,60,50,1.0
1048576,1599,70,50,1.0
1048576,1763,74,50,1.0
1048576,943,12,50,1.0
1048576,1394,46,50,1.0
1048576,2009,90,50,1.0
1048576,1804,66,50,1.0
1048576,1845,76,50,1.0
1048576,1353,50,50,1.0
1048576,1804,84,50,1.0
1048576,1148,26,50,1.0
1048576,1189,36,50,1.0
1048576,697,10,50,1.0
1048576,1599,56,50,1.0
1048576,943,16,50,1.0
1048576,1394,50,50,1.0
1048576,1435,60,50,1.0
1048576,2009,94,50,1.0
1048576,779,2,50,1.0
1048576,1353,36,50,1.0
1048576,1804,70,50,1.0
1048576,1845,80,50,1.0
1048576,1189,40,50,1.0
1048576,1025,26,50,1.0
1048576,1599,60,50,1.0
1048576,1640,70,50,1.0
1048576,1435,46,50,1.0
1048576,943,20,50,1.0
1048576,2009,80,50,1.0
1048576,779,6,50,1.0
1048576,1845,84,50,1.0
1048576,1189,26,50,1.0
1048576,1681,70,50,1.0
1048576,1025,30,50,1.0
1048576,1640,56,50,1.0
1048576,1640,74,50,1.0
1048576,1394,40,50,1.0
1048576,1435,50,50,1.0
1048576,1476,60,50,1.0
1048576,1927,94,50,1.0
1048576,779,10,50,1.0
1048576,1845,70,50,1.0
1048576,1886,80,50,1.0
1048576,1189,30,50,1.0
1048576,1230,40,50,1.0
1048576,1681,74,50,1.0
1048576,1025,16,50,1.0
1048576,1640,60,50,1.0
1048576,1927,80,50,1.0
1048576,1435,54,50,1.0
1048576,1271,40,50,1.0
1048576,779,14,50,1.0
1048576,1845,74,50,1.0
1048576,1886,84,50,0.9800000190734863
1048576,1230,26,50,1.0
1048576,1681,60,50,1.0
1048576,1230,44,50,1.0
1048576,1025,20,50,1.0
1048576,1066,30,50,1.0
1048576,1640,64,50,1.0
1048576,1435,40,50,1.0
1048576,1476,50,50,1.0
1048576,1927,84,50,1.0
1048576,1271,44,50,1.0
1048576,1886,88,50,1.0
1048576,615,4,50,1.0
1048576,1230,30,50,1.0
1048576,1681,64,50,1.0
1048576,1722,74,50,1.0
1048576,1066,16,50,1.0
1048576,1025,24,50,1.0
1048576,1066,34,50,1.0
1048576,1476,54,50,1.0
1048576,1927,88,50,0.9599999785423279
1048576,1517,64,50,1.0
1048576,1968,98,50,1.0
1048576,1271,30,50,1.0
1048576,1312,40,50,1.0
1048576,1886,74,50,1.0
1048576,1271,48,50,1.0
1048576,1722,60,50,1.0
1048576,1230,34,50,1.0
1048576,1722,78,50,1.0
1048576,1066,20,50,1.0
1048576,1640,54,50,1.0
1048576,1927,74,50,1.0
1048576,1968,84,50,1.0
1048576,1476,58,50,1.0
1048576,1271,34,50,1.0
1048576,861,10,50,1.0
1048576,1312,44,50,1.0
1048576,1886,78,50,1.0
1048576,1722,64,50,1.0
1048576,1066,24,50,1.0
1048576,1476,44,50,1.0
1048576,1927,78,50,1.0
1048576,1517,54,50,1.0
1048576,1968,88,50,1.0
1048576,861,14,50,1.0
1048576,1312,48,50,1.0
1048576,1107,30,50,1.0
1048576,1558,64,50,1.0
1048576,1722,68,50,1.0
1048576,1763,78,50,1.0
1048576,1066,28,50,1.0
1048576,1517,58,50,1.0
1048576,1353,54,50,1.0
1048576,1968,92,50,1.0
1048576,1312,34,50,1.0
1048576,1148,30,50,1.0
1048576,861,18,50,1.0
1048576,1558,50,50,1.0
1048576,1763,64,50,1.0
1048576,1107,34,50,1.0
1048576,1558,68,50,1.0
1048576,1763,82,50,0.9599999785423279
1048576,1394,54,50,1.0
1048576,2009,98,50,1.0
1048576,1804,74,50,1.0
1048576,1353,40,50,1.0
1048576,1968,78,50,1.0
1048576,1517,62,50,1.0
1048576,861,4,50,1.0
1048576,1148,34,50,1.0
1048576,1312,38,50,1.0
1048576,1107,20,50,1.0
1048576,1558,54,50,1.0
1048576,1763,68,50,1.0
1048576,1599,64,50,1.0
1048576,943,24,50,1.0
1048576,2009,84,50,1.0
1048576,1517,48,50,1.0
1048576,1804,78,50,1.0
1048576,1353,44,50,1.0
1048576,1845,88,50,0.9800000190734863
1048576,861,8,50,1.0
1048576,697,4,50,1.0
1048576,1148,38,50,1.0
1048576,1107,24,50,1.0
1048576,1558,58,50,1.0
1048576,1599,68,50,1.0
1048576,1763,72,50,1.0
1048576,943,10,50,1.0
1048576,1394,44,50,1.0
1048576,2009,88,50,1.0
1048576,1353,48,50,1.0
1048576,1804,82,50,1.0
1048576,1148,24,50,1.0
1048576,1189,34,50,1.0
1048576,697,8,50,1.0
1048576,1599,54,50,1.0
1048576,1107,28,50,1.0
1048576,943,14,50,1.0
1048576,1394,48,50,1.0
1048576,1435,58,50,1.0
1048576,2009,92,50,1.0
1048576,1353,34,50,1.0
1048576,1804,68,50,1.0
1048576,1845,78,50,1.0
1048576,1353,52,50,1.0
1048576,1148,28,50,1.0
1048576,1189,38,50,1.0
1048576,1599,58,50,1.0
1048576,1640,68,50,1.0
1048576,1435,44,50,1.0
1048576,943,18,50,1.0
1048576,1394,52,50,1.0
1048576,779,4,50,1.0
1048576,1353,38,50,1.0
1048576,1845,82,50,1.0
1048576,1886,92,50,0.9800000190734863
1048576,1189,24,50,1.0
1048576,1681,68,50,1.0
1048576,1189,42,50,1.0
1048576,1025,28,50,1.0
1048576,1599,62,50,1.0
1048576,1640,72,50,1.0
1048576,1394,38,50,1.0
1048576,1435,48,50,1.0
1048576,1927,92,50,1.0
1048576,779,8,50,1.0
1048576,1845,86,50,0.9800000190734863
1048576,1189,28,50,1.0
1048576,1230,38,50,1.0
1048576,1681,72,50,1.0
1048576,1025,14,50,1.0
1048576,1640,58,50,1.0
1048576,943,8,50,1.0
1048576,1435,52,50,1.0
1048576,1476,62,50,1.0
1048576,1927,96,50,0.9800000190734863
1048576,1271,38,50,1.0
1048576,779,12,50,1.0
1048576,1845,72,50,1.0
1048576,1886,82,50,1.0
