d,n,k,errs
308,65536,16,0
332,65536,16,0
356,65536,16,0
380,65536,16,0
404,65536,16,0
428,65536,16,0
356,65536,50,22
452,65536,16,0
476,65536,16,0
500,65536,16,0
380,65536,50,6
524,65536,16,0
548,65536,16,0
572,65536,16,0
404,65536,50,27
596,65536,16,0
620,65536,16,0
428,65536,50,0
644,65536,16,0
452,65536,50,0
668,65536,16,0
692,65536,16,0
716,65536,16,0
476,65536,50,0
740,65536,16,0
764,65536,16,0
500,65536,50,0
788,65536,16,0
524,65536,50,0
812,65536,16,0
836,65536,16,0
548,65536,50,0
860,65536,16,0
572,65536,50,0
884,65536,16,0
596,65536,50,0
908,65536,16,0
620,65536,50,0
932,65536,16,0
644,65536,50,0
956,65536,16,0
668,65536,50,0
980,65536,16,0
692,65536,50,0
1004,65536,16,0
20,65536,18,10
44,65536,18,2
68,65536,18,6
716,65536,50,0
92,65536,18,1
116,65536,18,0
740,65536,50,0
140,65536,18,2
164,65536,18,1
764,65536,50,0
188,65536,18,0
212,65536,18,0
788,65536,50,0
236,65536,18,0
812,65536,50,0
260,65536,18,0
284,65536,18,0
836,65536,50,0
308,65536,18,0
332,65536,18,0
860,65536,50,0
356,65536,18,0
380,65536,18,0
884,65536,50,0
404,65536,18,0
428,65536,18,0
908,65536,50,0
452,65536,18,0
476,65536,18,0
932,65536,50,0
500,65536,18,0
524,65536,18,0
956,65536,50,0
548,65536,18,0
980,65536,50,0
572,65536,18,0
596,65536,18,0
1004,65536,50,0
20,65536,52,34
44,65536,52,18
620,65536,18,0
68,65536,52,18
644,65536,18,0
92,65536,52,28
116,65536,52,25
668,65536,18,0
692,65536,18,0
140,65536,52,33
716,65536,18,0
164,65536,52,36
740,65536,18,0
764,65536,18,0
188,65536,52,36
788,65536,18,0
812,65536,18,0
212,65536,52,37
836,65536,18,0
860,65536,18,0
236,65536,52,38
884,65536,18,0
260,65536,52,35
908,65536,18,0
932,65536,18,0
284,65536,52,18
956,65536,18,0
980,65536,18,0
308,65536,52,27
1004,65536,18,0
20,65536,20,9
44,65536,20,6
68,65536,20,6
92,65536,20,5
116,65536,20,0
332,65536,52,32
140,65536,20,2
164,65536,20,0
356,65536,52,24
188,65536,20,0
212,65536,20,0
236,65536,20,0
260,65536,20,0
380,65536,52,38
284,65536,20,0
404,65536,52,0
308,65536,20,0
332,65536,20,0
428,65536,52,0
356,65536,20,0
452,65536,52,0
380,65536,20,0
404,65536,20,0
476,65536,52,0
428,65536,20,0
452,65536,20,0
500,65536,52,0
476,65536,20,0
500,65536,20,0
524,65536,52,0
524,65536,20,0
548,65536,20,0
548,65536,52,0
572,65536,20,0
596,65536,20,0
572,65536,52,0
620,65536,20,0
644,65536,20,0
596,65536,52,0
668,65536,20,0
620,65536,52,0
692,65536,20,0
716,65536,20,0
644,65536,52,0
740,65536,20,0
668,65536,52,0
764,65536,20,0
692,65536,52,0
788,65536,20,0
716,65536,52,0
812,65536,20,0
836,65536,20,0
740,65536,52,0
860,65536,20,0
764,65536,52,0
884,65536,20,0
788,65536,52,0
908,65536,20,0
812,65536,52,0
932,65536,20,0
836,65536,52,0
956,65536,20,0
860,65536,52,0
980,65536,20,0
884,65536,52,0
1004,65536,20,0
20,65536,22,7
44,65536,22,6
68,65536,22,2
908,65536,52,0
92,65536,22,0
116,65536,22,6
932,65536,52,0
140,65536,22,4
956,65536,52,0
164,65536,22,0
188,65536,22,0
980,65536,52,0
212,65536,22,0
236,65536,22,0
1004,65536,52,0
20,65536,54,29
44,65536,54,26
68,65536,54,20
260,65536,22,0
92,65536,54,23
284,65536,22,0
116,65536,54,30
308,65536,22,0
140,65536,54,31
332,65536,22,0
356,65536,22,0
164,65536,54,36
380,65536,22,0
404,65536,22,0
188,65536,54,43
428,65536,22,0
452,65536,22,0
476,65536,22,0
212,65536,54,40
500,65536,22,0
524,65536,22,0
236,65536,54,44
548,65536,22,0
572,65536,22,0
260,65536,54,38
596,65536,22,0
620,65536,22,0
644,65536,22,0
284,65536,54,45
668,65536,22,0
692,65536,22,0
716,65536,22,0
308,65536,54,46
740,65536,22,0
764,65536,22,0
332,65536,54,41
788,65536,22,0
812,65536,22,0
356,65536,54,43
836,65536,22,0
860,65536,22,0
884,65536,22,0
380,65536,54,26
908,65536,22,0
932,65536,22,0
956,65536,22,0
404,65536,54,29
980,65536,22,0
428,65536,54,0
1004,65536,22,0
20,65536,24,8
44,65536,24,4
452,65536,54,0
68,65536,24,9
92,65536,24,11
476,65536,54,0
116,65536,24,0
140,65536,24,12
164,65536,24,4
500,65536,54,0
188,65536,24,0
212,65536,24,0
524,65536,54,0
236,65536,24,0
260,65536,24,0
548,65536,54,0
284,65536,24,0
572,65536,54,0
308,65536,24,0
332,65536,24,0
596,65536,54,0
356,65536,24,0
380,65536,24,0
404,65536,24,0
428,65536,24,0
620,65536,54,0
452,65536,24,0
476,65536,24,0
644,65536,54,0
500,65536,24,0
668,65536,54,0
524,65536,24,0
548,65536,24,0
692,65536,54,0
572,65536,24,0
596,65536,24,0
716,65536,54,0
620,65536,24,0
740,65536,54,0
644,65536,24,0
764,65536,54,0
668,65536,24,0
692,65536,24,0
788,65536,54,0
716,65536,24,0
812,65536,54,0
740,65536,24,0
836,65536,54,0
764,65536,24,0
788,65536,24,0
860,65536,54,0
812,65536,24,0
884,65536,54,0
836,65536,24,0
908,65536,54,0
860,65536,24,0
932,65536,54,0
884,65536,24,0
956,65536,54,0
908,65536,24,0
980,65536,54,0
932,65536,24,0
1004,65536,54,0
20,65536,56,34
44,65536,56,30
68,65536,56,27
956,65536,24,0
92,65536,56,31
980,65536,24,0
116,65536,56,35
1004,65536,24,0
20,65536,26,16
44,65536,26,12
68,65536,26,6
140,65536,56,38
92,65536,26,8
164,65536,56,35
116,65536,26,18
140,65536,26,12
188,65536,56,35
164,65536,26,3
188,65536,26,3
212,65536,56,44
212,65536,26,0
236,65536,26,0
236,65536,56,38
260,65536,26,0
284,65536,26,0
260,65536,56,45
308,65536,26,0
332,65536,26,0
284,65536,56,52
356,65536,26,0
380,65536,26,0
404,65536,26,0
308,65536,56,41
428,65536,26,0
452,65536,26,0
476,65536,26,0
332,65536,56,38
500,65536,26,0
524,65536,26,0
356,65536,56,39
548,65536,26,0
572,65536,26,0
596,65536,26,0
620,65536,26,0
380,65536,56,30
644,65536,26,0
668,65536,26,0
692,65536,26,0
404,65536,56,29
716,65536,26,0
428,65536,56,0
740,65536,26,0
764,65536,26,0
452,65536,56,0
788,65536,26,0
476,65536,56,0
812,65536,26,0
500,65536,56,0
836,65536,26,0
860,65536,26,0
524,65536,56,0
884,65536,26,0
548,65536,56,0
908,65536,26,0
572,65536,56,0
932,65536,26,0
956,65536,26,0
596,65536,56,0
980,65536,26,0
620,65536,56,0
1004,65536,26,0
20,65536,28,15
44,65536,28,9
68,65536,28,9
92,65536,28,7
644,65536,56,0
116,65536,28,4
668,65536,56,0
140,65536,28,11
164,65536,28,7
692,65536,56,0
716,65536,56,0
188,65536,28,16
740,65536,56,0
212,65536,28,0
236,65536,28,0
764,65536,56,0
260,65536,28,0
788,65536,56,0
284,65536,28,0
308,65536,28,0
812,65536,56,0
836,65536,56,0
332,65536,28,0
356,65536,28,0
860,65536,56,0
380,65536,28,0
884,65536,56,0
404,65536,28,0
908,65536,56,0
428,65536,28,0
452,65536,28,0
932,65536,56,0
476,65536,28,0
500,65536,28,0
956,65536,56,0
524,65536,28,0
980,65536,56,0
548,65536,28,0
572,65536,28,0
1004,65536,56,0
20,65536,58,38
44,65536,58,31
68,65536,58,27
92,65536,58,18
596,65536,28,0
620,65536,28,0
116,65536,58,33
644,65536,28,0
140,65536,58,39
668,65536,28,0
692,65536,28,0
164,65536,58,41
716,65536,28,0
188,65536,58,15
740,65536,28,0
212,65536,58,48
764,65536,28,0
788,65536,28,0
236,65536,58,37
812,65536,28,0
836,65536,28,0
260,65536,58,47
860,65536,28,0
884,65536,28,0
284,65536,58,48
908,65536,28,0
932,65536,28,0
308,65536,58,41
956,65536,28,0
980,65536,28,0
332,65536,58,38
1004,65536,28,0
20,65536,30,21
44,65536,30,14
68,65536,30,7
92,65536,30,16
356,65536,58,36
116,65536,30,20
140,65536,30,12
380,65536,58,39
164,65536,30,18
404,65536,58,26
188,65536,30,20
212,65536,30,17
428,65536,58,34
236,65536,30,0
260,65536,30,2
452,65536,58,3
284,65536,30,0
308,65536,30,0
476,65536,58,0
332,65536,30,0
500,65536,58,0
524,65536,58,1
356,65536,30,0
380,65536,30,0
548,65536,58,0
404,65536,30,0
428,65536,30,0
572,65536,58,0
452,65536,30,0
476,65536,30,0
500,65536,30,0
596,65536,58,0
524,65536,30,0
548,65536,30,0
620,65536,58,0
572,65536,30,0
644,65536,58,0
596,65536,30,0
620,65536,30,0
668,65536,58,0
644,65536,30,0
692,65536,58,0
668,65536,30,0
692,65536,30,0
716,65536,58,0
716,65536,30,0
740,65536,58,0
740,65536,30,0
764,65536,58,0
764,65536,30,0
788,65536,58,0
788,65536,30,0
812,65536,58,0
812,65536,30,0
836,65536,30,0
836,65536,58,0
860,65536,30,0
860,65536,58,0
884,65536,30,0
884,65536,58,0
908,65536,30,0
908,65536,58,0
932,65536,30,0
932,65536,58,0
956,65536,30,0
956,65536,58,0
980,65536,30,0
980,65536,58,0
1004,65536,30,0
20,65536,32,17
44,65536,32,15
68,65536,32,11
1004,65536,58,0
20,65536,60,39
44,65536,60,42
92,65536,32,6
68,65536,60,26
92,65536,60,27
116,65536,32,15
116,65536,60,27
140,65536,60,34
140,65536,32,22
164,65536,60,44
164,65536,32,22
188,65536,60,50
188,65536,32,17
212,65536,60,43
212,65536,32,18
236,65536,32,5
236,65536,60,50
260,65536,32,7
284,65536,32,0
260,65536,60,48
308,65536,32,0
332,65536,32,0
356,65536,32,0
284,65536,60,43
380,65536,32,0
404,65536,32,0
308,65536,60,50
428,65536,32,0
452,65536,32,0
332,65536,60,46
476,65536,32,0
500,65536,32,0
356,65536,60,39
524,65536,32,0
548,65536,32,0
572,65536,32,0
380,65536,60,39
596,65536,32,0
620,65536,32,0
644,65536,32,0
668,65536,32,0
404,65536,60,30
692,65536,32,0
716,65536,32,0
428,65536,60,50
740,65536,32,0
764,65536,32,0
452,65536,60,1
788,65536,32,0
476,65536,60,2
812,65536,32,0
836,65536,32,0
500,65536,60,1
860,65536,32,0
524,65536,60,0
884,65536,32,0
548,65536,60,0
908,65536,32,0
932,65536,32,0
572,65536,60,0
956,65536,32,0
596,65536,60,0
980,65536,32,0
1004,65536,32,0
620,65536,60,0
20,65536,34,16
44,65536,34,15
68,65536,34,9
92,65536,34,6
116,65536,34,10
644,65536,60,0
140,65536,34,20
668,65536,60,0
164,65536,34,18
692,65536,60,0
716,65536,60,0
188,65536,34,19
740,65536,60,0
212,65536,34,17
764,65536,60,0
236,65536,34,23
788,65536,60,0
260,65536,34,21
812,65536,60,0
284,65536,34,0
836,65536,60,0
308,65536,34,0
860,65536,60,0
332,65536,34,0
884,65536,60,0
356,65536,34,0
908,65536,60,0
380,65536,34,0
932,65536,60,0
404,65536,34,0
956,65536,60,0
428,65536,34,0
980,65536,60,0
452,65536,34,0
1004,65536,60,0
20,65536,62,39
44,65536,62,33
68,65536,62,22
476,65536,34,0
92,65536,62,29
500,65536,34,0
524,65536,34,0
116,65536,62,43
548,65536,34,0
140,65536,62,35
572,65536,34,0
164,65536,62,48
596,65536,34,0
620,65536,34,0
188,65536,62,46
644,65536,34,0
668,65536,34,0
212,65536,62,50
692,65536,34,0
716,65536,34,0
236,65536,62,46
740,65536,34,0
260,65536,62,51
764,65536,34,0
788,65536,34,0
812,65536,34,0
284,65536,62,51
836,65536,34,0
860,65536,34,0
308,65536,62,51
884,65536,34,0
908,65536,34,0
332,65536,62,47
932,65536,34,0
956,65536,34,0
356,65536,62,49
980,65536,34,0
1004,65536,34,0
20,65536,36,30
44,65536,36,21
68,65536,36,10
380,65536,62,54
92,65536,36,19
116,65536,36,19
404,65536,62,41
140,65536,36,16
164,65536,36,21
428,65536,62,37
188,65536,36,23
452,65536,62,48
212,65536,36,27
476,65536,62,0
236,65536,36,27
500,65536,62,0
260,65536,36,24
524,65536,62,2
284,65536,36,16
548,65536,62,0
308,65536,36,0
332,65536,36,3
356,65536,36,0
572,65536,62,0
380,65536,36,0
596,65536,62,0
404,65536,36,0
428,65536,36,0
452,65536,36,0
620,65536,62,0
476,65536,36,0
644,65536,62,0
500,65536,36,0
668,65536,62,0
524,65536,36,0
548,65536,36,0
692,65536,62,0
572,65536,36,0
716,65536,62,0
596,65536,36,0
740,65536,62,0
620,65536,36,0
644,65536,36,0
764,65536,62,0
668,65536,36,0
788,65536,62,0
692,65536,36,0
716,65536,36,0
812,65536,62,0
740,65536,36,0
836,65536,62,0
764,65536,36,0
860,65536,62,0
788,65536,36,0
884,65536,62,0
812,65536,36,0
908,65536,62,0
836,65536,36,0
860,65536,36,0
932,65536,62,0
884,65536,36,0
956,65536,62,0
908,65536,36,0
980,65536,62,0
932,65536,36,0
1004,65536,62,0
20,65536,64,41
44,65536,64,40
68,65536,64,29
956,65536,36,0
92,65536,64,37
980,65536,36,0
116,65536,64,43
1004,65536,36,0
20,65536,38,19
44,65536,38,14
68,65536,38,10
140,65536,64,43
92,65536,38,13
164,65536,64,39
116,65536,38,15
140,65536,38,17
188,65536,64,54
164,65536,38,21
212,65536,64,57
188,65536,38,18
236,65536,64,49
212,65536,38,24
260,65536,64,56
236,65536,38,0
260,65536,38,13
284,65536,64,50
284,65536,38,19
308,65536,64,39
308,65536,38,0
332,65536,38,0
332,65536,64,49
356,65536,38,0
380,65536,38,0
356,65536,64,50
404,65536,38,0
428,65536,38,0
380,65536,64,53
452,65536,38,0
476,65536,38,0
404,65536,64,53
500,65536,38,0
524,65536,38,0
548,65536,38,0
428,65536,64,50
572,65536,38,0
596,65536,38,0
452,65536,64,44
620,65536,38,0
644,65536,38,0
668,65536,38,0
476,65536,64,45
692,65536,38,0
716,65536,38,0
740,65536,38,0
764,65536,38,0
500,65536,64,56
788,65536,38,0
524,65536,64,3
812,65536,38,0
836,65536,38,0
548,65536,64,3
860,65536,38,0
884,65536,38,0
572,65536,64,0
908,65536,38,0
932,65536,38,0
596,65536,64,0
956,65536,38,0
620,65536,64,0
980,65536,38,0
1004,65536,38,0
20,65536,40,28
44,65536,40,17
68,65536,40,14
644,65536,64,0
92,65536,40,26
116,65536,40,27
668,65536,64,0
140,65536,40,30
692,65536,64,0
164,65536,40,27
716,65536,64,0
740,65536,64,0
188,65536,40,27
764,65536,64,0
212,65536,40,26
788,65536,64,0
236,65536,40,22
812,65536,64,0
260,65536,40,25
836,65536,64,0
860,65536,64,0
284,65536,40,20
884,65536,64,0
908,65536,64,0
308,65536,40,27
932,65536,64,0
332,65536,40,0
356,65536,40,0
956,65536,64,0
380,65536,40,0
980,65536,64,0
404,65536,40,1
428,65536,40,0
1004,65536,64,0
20,65536,66,44
44,65536,66,30
68,65536,66,39
92,65536,66,29
452,65536,40,0
116,65536,66,50
476,65536,40,0
140,65536,66,44
500,65536,40,0
164,65536,66,52
524,65536,40,0
548,65536,40,0
188,65536,66,48
572,65536,40,0
596,65536,40,0
212,65536,66,54
620,65536,40,0
236,65536,66,52
644,65536,40,0
668,65536,40,0
260,65536,66,57
692,65536,40,0
716,65536,40,0
284,65536,66,55
740,65536,40,0
764,65536,40,0
788,65536,40,0
308,65536,66,51
812,65536,40,0
836,65536,40,0
332,65536,66,53
860,65536,40,0
884,65536,40,0
908,65536,40,0
356,65536,66,56
932,65536,40,0
956,65536,40,0
980,65536,40,0
380,65536,66,46
1004,65536,40,0
20,65536,42,27
44,65536,42,20
68,65536,42,13
92,65536,42,13
404,65536,66,56
116,65536,42,27
140,65536,42,26
428,65536,66,31
164,65536,42,29
188,65536,42,25
452,65536,66,37
212,65536,42,22
236,65536,42,34
476,65536,66,40
260,65536,42,26
500,65536,66,0
524,65536,66,2
284,65536,42,22
548,65536,66,1
572,65536,66,3
308,65536,42,25
332,65536,42,1
596,65536,66,0
356,65536,42,0
380,65536,42,0
404,65536,42,0
620,65536,66,0
428,65536,42,0
452,65536,42,0
644,65536,66,0
476,65536,42,0
668,65536,66,0
500,65536,42,0
524,65536,42,0
692,65536,66,0
548,65536,42,0
716,65536,66,0
572,65536,42,0
596,65536,42,0
740,65536,66,0
620,65536,42,0
764,65536,66,0
644,65536,42,0
668,65536,42,0
788,65536,66,0
692,65536,42,0
812,65536,66,0
716,65536,42,0
740,65536,42,0
836,65536,66,0
764,65536,42,0
860,65536,66,0
788,65536,42,0
884,65536,66,0
812,65536,42,0
908,65536,66,0
836,65536,42,0
932,65536,66,0
860,65536,42,0
956,65536,66,0
884,65536,42,0
908,65536,42,0
980,65536,66,0
932,65536,42,0
1004,65536,66,0
20,65536,68,48
44,65536,68,40
68,65536,68,35
956,65536,42,0
92,65536,68,40
980,65536,42,0
116,65536,68,50
1004,65536,42,0
20,65536,44,28
44,65536,44,18
68,65536,44,14
140,65536,68,44
92,65536,44,26
164,65536,68,52
116,65536,44,26
188,65536,68,51
140,65536,44,34
164,65536,44,29
212,65536,68,51
188,65536,44,26
236,65536,68,56
212,65536,44,31
260,65536,68,57
236,65536,44,36
284,65536,68,56
260,65536,44,26
308,65536,68,51
284,65536,44,33
332,65536,68,60
308,65536,44,16
332,65536,44,8
356,65536,68,47
356,65536,44,0
380,65536,44,0
404,65536,44,1
380,65536,68,51
428,65536,44,0
452,65536,44,0
404,65536,68,51
476,65536,44,0
428,65536,68,51
500,65536,44,0
524,65536,44,0
548,65536,44,0
452,65536,68,54
572,65536,44,0
596,65536,44,0
620,65536,44,0
476,65536,68,29
644,65536,44,0
500,65536,68,0
668,65536,44,0
692,65536,44,0
716,65536,44,0
524,65536,68,37
740,65536,44,0
548,65536,68,0
764,65536,44,0
572,65536,68,0
788,65536,44,0
596,65536,68,0
812,65536,44,0
620,65536,68,0
836,65536,44,0
860,65536,44,0
884,65536,44,0
644,65536,68,0
908,65536,44,0
668,65536,68,0
932,65536,44,0
692,65536,68,0
956,65536,44,0
980,65536,44,0
716,65536,68,0
1004,65536,44,0
20,65536,46,30
44,65536,46,27
68,65536,46,15
92,65536,46,18
740,65536,68,0
116,65536,46,16
140,65536,46,23
764,65536,68,0
164,65536,46,29
788,65536,68,0
188,65536,46,30
812,65536,68,0
836,65536,68,0
212,65536,46,28
860,65536,68,0
236,65536,46,39
884,65536,68,0
260,65536,46,23
908,65536,68,0
932,65536,68,0
284,65536,46,38
956,65536,68,0
308,65536,46,0
980,65536,68,0
332,65536,46,35
1004,65536,68,0
20,65536,70,44
44,65536,70,44
68,65536,70,32
92,65536,70,38
116,65536,70,32
356,65536,46,25
140,65536,70,34
380,65536,46,0
164,65536,70,53
404,65536,46,0
428,65536,46,0
188,65536,70,51
452,65536,46,0
212,65536,70,51
236,65536,70,54
476,65536,46,0
500,65536,46,0
260,65536,70,63
524,65536,46,0
284,65536,70,56
548,65536,46,0
572,65536,46,0
308,65536,70,51
596,65536,46,0
620,65536,46,0
332,65536,70,61
644,65536,46,0
668,65536,46,0
356,65536,70,57
692,65536,46,0
716,65536,46,0
740,65536,46,0
380,65536,70,60
764,65536,46,0
788,65536,46,0
404,65536,70,50
812,65536,46,0
836,65536,46,0
428,65536,70,63
860,65536,46,0
884,65536,46,0
908,65536,46,0
452,65536,70,37
932,65536,46,0
956,65536,46,0
476,65536,70,47
980,65536,46,0
500,65536,70,0
1004,65536,46,0
20,65536,48,35
44,65536,48,27
68,65536,48,24
92,65536,48,25
116,65536,48,26
524,65536,70,45
140,65536,48,40
548,65536,70,12
164,65536,48,35
188,65536,48,35
572,65536,70,38
212,65536,48,30
596,65536,70,0
236,65536,48,29
620,65536,70,0
260,65536,48,22
644,65536,70,0
284,65536,48,31
668,65536,70,0
692,65536,70,0
308,65536,48,30
716,65536,70,0
332,65536,48,35
740,65536,70,0
356,65536,48,33
764,65536,70,0
380,65536,48,4
788,65536,70,0
404,65536,48,0
812,65536,70,0
428,65536,48,0
836,65536,70,0
452,65536,48,1
860,65536,70,0
476,65536,48,0
884,65536,70,0
908,65536,70,0
500,65536,48,0
932,65536,70,0
524,65536,48,0
956,65536,70,0
548,65536,48,0
980,65536,70,0
572,65536,48,0
1004,65536,70,0
20,65536,72,44
44,65536,72,48
68,65536,72,35
92,65536,72,34
596,65536,48,0
116,65536,72,36
140,65536,72,42
620,65536,48,0
164,65536,72,50
644,65536,48,0
668,65536,48,0
188,65536,72,44
692,65536,48,0
716,65536,48,0
212,65536,72,55
740,65536,48,0
236,65536,72,60
764,65536,48,0
260,65536,72,58
788,65536,48,0
812,65536,48,0
836,65536,48,0
284,65536,72,62
860,65536,48,0
308,65536,72,54
884,65536,48,0
908,65536,48,0
332,65536,72,58
932,65536,48,0
956,65536,48,0
356,65536,72,63
980,65536,48,0
1004,65536,48,0
20,65536,50,32
44,65536,50,31
68,65536,50,15
92,65536,50,26
380,65536,72,55
116,65536,50,32
140,65536,50,38
404,65536,72,60
164,65536,50,30
188,65536,50,34
428,65536,72,54
212,65536,50,37
452,65536,72,58
236,65536,50,34
260,65536,50,17
476,65536,72,43
284,65536,50,18
308,65536,50,36
500,65536,72,53
524,65536,72,9
332,65536,50,30
548,65536,72,0
356,65536,50,27
572,65536,72,0
380,65536,50,0
596,65536,72,0
404,65536,50,0
620,65536,72,1
428,65536,50,0
452,65536,50,0
644,65536,72,0
476,65536,50,0
668,65536,72,0
500,65536,50,0
524,65536,50,0
692,65536,72,0
548,65536,50,0
716,65536,72,0
572,65536,50,0
740,65536,72,0
596,65536,50,0
620,65536,50,0
764,65536,72,0
644,65536,50,0
788,65536,72,0
668,65536,50,0
812,65536,72,0
692,65536,50,0
836,65536,72,0
716,65536,50,0
740,65536,50,0
860,65536,72,0
764,65536,50,0
884,65536,72,0
788,65536,50,0
908,65536,72,0
812,65536,50,0
932,65536,72,0
836,65536,50,0
956,65536,72,0
860,65536,50,0
884,65536,50,0
980,65536,72,0
908,65536,50,0
1004,65536,72,0
20,65536,74,51
44,65536,74,55
68,65536,74,36
932,65536,50,0
92,65536,74,37
116,65536,74,32
956,65536,50,0
140,65536,74,41
164,65536,74,54
980,65536,50,0
1004,65536,50,0
20,65536,52,34
44,65536,52,34
68,65536,52,22
188,65536,74,59
92,65536,52,27
116,65536,52,25
212,65536,74,51
140,65536,52,27
236,65536,74,59
164,65536,52,36
260,65536,74,59
188,65536,52,44
212,65536,52,32
284,65536,74,60
236,65536,52,38
308,65536,74,60
260,65536,52,40
332,65536,74,67
284,65536,52,32
356,65536,74,66
308,65536,52,36
380,65536,74,63
332,65536,52,38
356,65536,52,1
404,65536,74,67
380,65536,52,27
428,65536,74,61
404,65536,52,9
428,65536,52,0
452,65536,74,45
452,65536,52,0
476,65536,74,60
476,65536,52,0
500,65536,52,0
524,65536,52,0
500,65536,74,23
548,65536,52,0
572,65536,52,0
524,65536,74,54
596,65536,52,0
620,65536,52,0
548,65536,74,1
644,65536,52,0
668,65536,52,0
572,65536,74,38
692,65536,52,0
716,65536,52,0
596,65536,74,0
740,65536,52,0
620,65536,74,0
764,65536,52,0
644,65536,74,0
788,65536,52,0
668,65536,74,0
812,65536,52,0
836,65536,52,0
860,65536,52,0
692,65536,74,0
884,65536,52,0
716,65536,74,0
908,65536,52,0
740,65536,74,0
932,65536,52,0
764,65536,74,0
956,65536,52,0
788,65536,74,0
980,65536,52,0
812,65536,74,0
1004,65536,52,0
20,65536,54,38
44,65536,54,28
68,65536,54,21
92,65536,54,19
836,65536,74,0
116,65536,54,31
860,65536,74,0
140,65536,54,30
884,65536,74,0
164,65536,54,36
908,65536,74,0
188,65536,54,38
932,65536,74,0
212,65536,54,32
956,65536,74,0
236,65536,54,37
980,65536,74,0
1004,65536,74,0
20,65536,76,53
44,65536,76,42
260,65536,54,43
68,65536,76,44
92,65536,76,39
116,65536,76,37
284,65536,54,42
140,65536,76,57
164,65536,76,44
308,65536,54,47
188,65536,76,54
332,65536,54,28
212,65536,76,57
356,65536,54,31
236,65536,76,60
260,65536,76,63
380,65536,54,44
284,65536,76,71
404,65536,54,8
428,65536,54,0
308,65536,76,67
452,65536,54,1
476,65536,54,0
332,65536,76,69
500,65536,54,0
524,65536,54,0
548,65536,54,0
356,65536,76,55
572,65536,54,0
596,65536,54,0
380,65536,76,69
620,65536,54,0
644,65536,54,0
404,65536,76,64
668,65536,54,0
692,65536,54,0
716,65536,54,0
428,65536,76,68
740,65536,54,0
764,65536,54,0
452,65536,76,60
788,65536,54,0
812,65536,54,0
836,65536,54,0
476,65536,76,56
860,65536,54,0
884,65536,54,0
500,65536,76,62
908,65536,54,0
932,65536,54,0
524,65536,76,47
956,65536,54,0
980,65536,54,0
548,65536,76,0
1004,65536,54,0
20,65536,56,35
44,65536,56,34
68,65536,56,26
92,65536,56,24
116,65536,56,39
572,65536,76,41
140,65536,56,32
164,65536,56,11
596,65536,76,2
188,65536,56,44
620,65536,76,0
212,65536,56,43
644,65536,76,0
236,65536,56,38
668,65536,76,4
260,65536,56,42
692,65536,76,0
284,65536,56,43
716,65536,76,0
308,65536,56,40
740,65536,76,0
764,65536,76,0
332,65536,56,44
788,65536,76,0
356,65536,56,35
812,65536,76,0
836,65536,76,0
380,65536,56,38
860,65536,76,0
884,65536,76,0
404,65536,56,42
908,65536,76,0
932,65536,76,0
428,65536,56,40
956,65536,76,0
452,65536,56,0
476,65536,56,0
980,65536,76,0
500,65536,56,0
1004,65536,76,0
20,65536,78,49
44,65536,78,39
68,65536,78,36
92,65536,78,31
116,65536,78,38
524,65536,56,0
140,65536,78,54
548,65536,56,0
164,65536,78,57
572,65536,56,0
188,65536,78,59
596,65536,56,0
212,65536,78,63
620,65536,56,0
236,65536,78,60
644,65536,56,0
260,65536,78,72
668,65536,56,0
692,65536,56,0
284,65536,78,65
716,65536,56,0
740,65536,56,0
308,65536,78,66
764,65536,56,0
788,65536,56,0
332,65536,78,68
812,65536,56,0
836,65536,56,0
356,65536,78,66
860,65536,56,0
884,65536,56,0
380,65536,78,61
908,65536,56,0
932,65536,56,0
404,65536,78,66
956,65536,56,0
980,65536,56,0
428,65536,78,57
1004,65536,56,0
20,65536,58,40
44,65536,58,30
68,65536,58,28
92,65536,58,18
116,65536,58,35
452,65536,78,68
140,65536,58,29
164,65536,58,44
188,65536,58,37
476,65536,78,59
212,65536,58,29
236,65536,58,50
500,65536,78,51
260,65536,58,37
524,65536,78,62
284,65536,58,48
308,65536,58,34
548,65536,78,50
572,65536,78,1
332,65536,58,37
596,65536,78,0
356,65536,58,47
620,65536,78,9
644,65536,78,0
380,65536,58,40
668,65536,78,0
404,65536,58,49
692,65536,78,0
716,65536,78,0
428,65536,58,36
740,65536,78,0
452,65536,58,29
764,65536,78,0
476,65536,58,0
788,65536,78,0
500,65536,58,0
812,65536,78,0
524,65536,58,0
836,65536,78,0
548,65536,58,0
860,65536,78,0
572,65536,58,0
884,65536,78,0
908,65536,78,0
596,65536,58,0
932,65536,78,0
620,65536,58,0
956,65536,78,0
644,65536,58,0
668,65536,58,0
980,65536,78,0
692,65536,58,0
1004,65536,78,0
20,65536,80,46
44,65536,80,47
68,65536,80,43
92,65536,80,48
716,65536,58,0
116,65536,80,51
740,65536,58,0
140,65536,80,50
764,65536,58,0
164,65536,80,50
788,65536,58,0
188,65536,80,63
812,65536,58,0
212,65536,80,64
836,65536,58,0
860,65536,58,0
236,65536,80,55
884,65536,58,0
260,65536,80,73
908,65536,58,0
932,65536,58,0
284,65536,80,57
956,65536,58,0
980,65536,58,0
308,65536,80,72
1004,65536,58,0
20,65536,60,34
44,65536,60,32
68,65536,60,26
92,65536,60,31
332,65536,80,68
116,65536,60,34
140,65536,60,39
356,65536,80,67
164,65536,60,44
