n,k,d,method,acc
4096,62,1600,threshold,0.013653621495327103
4096,62,1600,top_k,0.039865654205607476
4096,62,1664,threshold,0.026212032710280372
4096,62,1664,top_k,0.0697283878504673
4096,62,1728,threshold,0.03789427570093458
4096,62,1728,top_k,0.10441004672897196
4096,62,1792,threshold,0.059652453271028034
4096,62,1792,top_k,0.150919976635514
4096,62,1856,threshold,0.08506133177570094
4096,62,1856,top_k,0.21115654205607476
4096,62,1920,threshold,0.11433995327102804
4096,62,1920,top_k,0.2651139018691589
4096,62,1984,threshold,0.15858644859813084
4096,62,1984,top_k,0.33476927570093457
4096,62,2048,threshold,0.1985981308411215
4096,62,2048,top_k,0.4043516355140187
4096,62,2112,threshold,0.24306366822429906
4096,62,2112,top_k,0.4650992990654206
4096,62,2176,threshold,0.2917640186915888
4096,62,2176,top_k,0.5290595794392523
4096,62,2240,threshold,0.3387120327102804
4096,62,2240,top_k,0.6008323598130841
4096,62,2304,threshold,0.4010660046728972
4096,62,2304,top_k,0.6533294392523364
4096,62,2368,threshold,0.4426839953271028
4096,62,2368,top_k,0.704001168224299
4096,62,2432,threshold,0.4896320093457944
4096,62,2432,top_k,0.7535046728971962
4096,62,2496,threshold,0.5427862149532711
4096,62,2496,top_k,0.798992406542056
4096,62,2560,threshold,0.5851343457943925
4096,62,2560,top_k,0.8245473130841121
4096,62,2624,threshold,0.6294538551401869
4096,62,2624,top_k,0.8595940420560748
4096,62,2688,threshold,0.6653767523364486
4096,62,2688,top_k,0.8816442757009346
4096,62,2752,threshold,0.7058265186915887
4096,62,2752,top_k,0.9040595794392523
4096,62,2816,threshold,0.7375876168224299
4096,62,2816,top_k,0.9219480140186916
4096,62,2880,threshold,0.7679614485981309
4096,62,2880,top_k,0.9390332943925234
4096,62,2944,threshold,0.7908878504672897
4096,62,2944,top_k,0.9517377336448598
4096,62,3008,threshold,0.8095794392523364
4096,62,3008,top_k,0.9604994158878505
4096,62,3072,threshold,0.8365946261682243
4096,62,3072,top_k,0.9686769859813084
4096,62,3136,threshold,0.8583528037383178
4096,62,3136,top_k,0.9756133177570093
4096,62,3200,threshold,0.8739047897196262
4096,62,3200,top_k,0.9799941588785047
4096,62,3264,threshold,0.8869742990654206
4096,62,3264,top_k,0.9824036214953271
4096,62,3328,threshold,0.8972692757009346
4096,62,3328,top_k,0.9857622663551402
4096,62,3392,threshold,0.9155957943925234
4096,62,3392,top_k,0.9902891355140186
4096,62,3456,threshold,0.9228971962616822
4096,62,3456,top_k,0.991311331775701
4096,62,3520,threshold,0.9341413551401869
4096,62,3520,top_k,0.9935017523364486
4096,62,3584,threshold,0.9426839953271028
4096,62,3584,top_k,0.9968603971962616
4096,62,3648,threshold,0.9499123831775701
4096,62,3648,top_k,0.9957651869158879
4096,62,3712,threshold,0.954366238317757
4096,62,3712,top_k,0.9967873831775701
4096,62,3776,threshold,0.9594772196261683
4096,62,3776,top_k,0.9971524532710281
4096,62,3840,threshold,0.9661214953271028
4096,62,3840,top_k,0.9976635514018691
4096,62,3904,threshold,0.9705023364485982
4096,62,3904,top_k,0.999123831775701
4096,62,3968,threshold,0.974445093457944
4096,62,3968,top_k,0.9988317757009346
4096,62,4032,threshold,0.9786068925233645
4096,62,4032,top_k,0.9994158878504673
4096,62,4096,threshold,0.9791910046728972
4096,62,4096,top_k,0.9994889018691588
4096,63,64,threshold,0.0
4096,63,64,top_k,0.0
4096,63,128,threshold,0.0
4096,63,128,top_k,0.0
4096,63,192,threshold,0.0
4096,63,192,top_k,0.0
4096,63,256,threshold,0.0
4096,63,256,top_k,0.0
4096,63,320,threshold,0.0
4096,63,320,top_k,0.0
4096,63,384,threshold,0.0
4096,63,384,top_k,0.0
4096,63,448,threshold,0.0
4096,63,448,top_k,0.0
4096,63,512,threshold,0.0
4096,63,512,top_k,0.0
4096,63,576,threshold,0.0
4096,63,576,top_k,0.0
4096,63,640,threshold,0.0
4096,63,640,top_k,0.0
4096,63,704,threshold,0.0
4096,63,704,top_k,0.0
4096,63,768,threshold,0.0
4096,63,768,top_k,0.0
4096,63,832,threshold,0.0
4096,63,832,top_k,0.0
4096,63,896,threshold,0.0
4096,63,896,top_k,0.0
4096,63,960,threshold,0.0
4096,63,960,top_k,0.0
4096,63,1024,threshold,0.0
4096,63,1024,top_k,0.0
4096,63,1088,threshold,0.0
4096,63,1088,top_k,0.0
4096,63,1152,threshold,0.0
4096,63,1152,top_k,7.301401869158878e-05
4096,63,1216,threshold,7.301401869158878e-05
4096,63,1216,top_k,0.00014602803738317756
4096,63,1280,threshold,0.00021904205607476635
4096,63,1280,top_k,0.0004380841121495327
4096,63,1344,threshold,7.301401869158878e-05
4096,63,1344,top_k,0.0011682242990654205
4096,63,1408,threshold,0.0012412383177570093
4096,63,1408,top_k,0.003431658878504673
4096,63,1472,threshold,0.002263434579439252
4096,63,1472,top_k,0.008250584112149533
4096,63,1536,threshold,0.005330023364485981
4096,63,1536,top_k,0.016355140186915886
4096,63,1600,threshold,0.009345794392523364
4096,63,1600,top_k,0.0325642523364486
4096,63,1664,threshold,0.018983644859813083
4096,63,1664,top_k,0.05344626168224299
4096,63,1728,threshold,0.031323014018691586
4096,63,1728,top_k,0.08352803738317757
4096,63,1792,threshold,0.04877336448598131
4096,63,1792,top_k,0.1230286214953271
4096,63,1856,threshold,0.07257593457943926
4096,63,1856,top_k,0.1745035046728972
4096,63,1920,threshold,0.10623539719626168
4096,63,1920,top_k,0.23919392523364486
4096,63,1984,threshold,0.13317757009345793
4096,63,1984,top_k,0.2891355140186916
4096,63,2048,threshold,0.17698598130841123
4096,63,2048,top_k,0.3529497663551402
4096,63,2112,threshold,0.216267523364486
4096,63,2112,top_k,0.4295414719626168
4096,63,2176,threshold,0.2576664719626168
4096,63,2176,top_k,0.4921875
4096,63,2240,threshold,0.3152745327102804
4096,63,2240,top_k,0.560382593457944
4096,63,2304,threshold,0.37295560747663553
4096,63,2304,top_k,0.6185017523364486
4096,63,2368,threshold,0.4145005841121495
4096,63,2368,top_k,0.677205023364486
4096,63,2432,threshold,0.46122955607476634
4096,63,2432,top_k,0.717143691588785
4096,63,2496,threshold,0.5061331775700935
4096,63,2496,top_k,0.7638726635514018
4096,63,2560,threshold,0.5546875
4096,63,2560,top_k,0.8019859813084113
4096,63,2624,threshold,0.5941880841121495
4096,63,2624,top_k,0.8318487149532711
4096,63,2688,threshold,0.6426693925233645
4096,63,2688,top_k,0.8658732476635514
4096,63,2752,threshold,0.6870619158878505
4096,63,2752,top_k,0.8920852803738317
4096,63,2816,threshold,0.7119596962616822
4096,63,2816,top_k,0.9123101635514018
4096,63,2880,threshold,0.748758761682243
4096,63,2880,top_k,0.9258177570093458
4096,63,2944,threshold,0.768107476635514
4096,63,2944,top_k,0.9415887850467289
4096,63,3008,threshold,0.7944655373831776
4096,63,3008,top_k,0.9487441588785047
4096,63,3072,threshold,0.8223568925233645
4096,63,3072,top_k,0.9624707943925234
4096,63,3136,threshold,0.8436039719626168
4096,63,3136,top_k,0.9667056074766355
4096,63,3200,threshold,0.858498831775701
4096,63,3200,top_k,0.9759053738317757
4096,63,3264,threshold,0.8763872663551402
4096,63,3264,top_k,0.9795560747663551
4096,63,3328,threshold,0.8935455607476636
4096,63,3328,top_k,0.984009929906542
4096,63,3392,threshold,0.9027453271028038
4096,63,3392,top_k,0.9870765186915887
4096,63,3456,threshold,0.9138434579439252
4096,63,3456,top_k,0.9904351635514018
4096,63,3520,threshold,0.9211448598130841
4096,63,3520,top_k,0.9903621495327103
4096,63,3584,threshold,0.9363317757009346
4096,63,3584,top_k,0.9935017523364486
4096,63,3648,threshold,0.9434141355140186
4096,63,3648,top_k,0.9954001168224299
4096,63,3712,threshold,0.9462616822429907
4096,63,3712,top_k,0.9964953271028038
4096,63,3776,threshold,0.9560455607476636
4096,63,3776,top_k,0.9963492990654206
4096,63,3840,threshold,0.9611565420560748
4096,63,3840,top_k,0.9969334112149533
4096,63,3904,threshold,0.9653183411214953
4096,63,3904,top_k,0.9978095794392523
4096,63,3968,threshold,0.9719626168224299
4096,63,3968,top_k,0.9979556074766355
4096,63,4032,threshold,0.9706483644859814
4096,63,4032,top_k,0.9985397196261683
4096,63,4096,threshold,0.9755403037383178
4096,63,4096,top_k,0.9995619158878505
4096,64,64,threshold,0.0
4096,64,64,top_k,0.0
4096,64,128,threshold,0.0
4096,64,128,top_k,0.0
4096,64,192,threshold,0.0
4096,64,192,top_k,0.0
4096,64,256,threshold,0.0
4096,64,256,top_k,0.0
4096,64,320,threshold,0.0
4096,64,320,top_k,0.0
4096,64,384,threshold,0.0
4096,64,384,top_k,0.0
4096,64,448,threshold,0.0
4096,64,448,top_k,0.0
4096,64,512,threshold,0.0
4096,64,512,top_k,0.0
4096,64,576,threshold,0.0
4096,64,576,top_k,0.0
4096,64,640,threshold,0.0
4096,64,640,top_k,0.0
4096,64,704,threshold,0.0
4096,64,704,top_k,0.0
4096,64,768,threshold,0.0
4096,64,768,top_k,0.0
4096,64,832,threshold,0.0
4096,64,832,top_k,0.0
4096,64,896,threshold,0.0
4096,64,896,top_k,0.0
4096,64,960,threshold,0.0
4096,64,960,top_k,0.0
4096,64,1024,threshold,0.0
4096,64,1024,top_k,0.0
4096,64,1088,threshold,0.0
4096,64,1088,top_k,0.0
4096,64,1152,threshold,0.0
4096,64,1152,top_k,7.301401869158878e-05
4096,64,1216,threshold,7.301401869158878e-05
4096,64,1216,top_k,0.0
4096,64,1280,threshold,0.0
4096,64,1280,top_k,0.0002920560747663551
4096,64,1344,threshold,0.00014602803738317756
4096,64,1344,top_k,0.0009491822429906542
4096,64,1408,threshold,0.0008031542056074766
4096,64,1408,top_k,0.0024824766355140185
4096,64,1472,threshold,0.0010221962616822429
4096,64,1472,top_k,0.005476051401869159
4096,64,1536,threshold,0.003942757009345794
4096,64,1536,top_k,0.012850467289719626
4096,64,1600,threshold,0.007447429906542056
4096,64,1600,top_k,0.024824766355140186
4096,64,1664,threshold,0.014894859813084112
4096,64,1664,top_k,0.04154497663551402
4096,64,1728,threshold,0.023729556074766355
4096,64,1728,top_k,0.07250292056074767
4096,64,1792,threshold,0.0377482476635514
4096,64,1792,top_k,0.10002920560747663
4096,64,1856,threshold,0.058484228971962614
4096,64,1856,top_k,0.15179614485981308
4096,64,1920,threshold,0.08630257009345794
4096,64,1920,top_k,0.20283294392523366
4096,64,1984,threshold,0.11214953271028037
4096,64,1984,top_k,0.2579585280373832
4096,64,2048,threshold,0.1444947429906542
4096,64,2048,top_k,0.32337908878504673
4096,64,2112,threshold,0.19231892523364486
4096,64,2112,top_k,0.3866092289719626
4096,64,2176,threshold,0.23773364485981308
4096,64,2176,top_k,0.45202978971962615
4096,64,2240,threshold,0.2803008177570093
4096,64,2240,top_k,0.5249707943925234
4096,64,2304,threshold,0.3360105140186916
4096,64,2304,top_k,0.5779059579439252
4096,64,2368,threshold,0.37711740654205606
4096,64,2368,top_k,0.634929906542056
4096,64,2432,threshold,0.42859228971962615
4096,64,2432,top_k,0.6845064252336449
4096,64,2496,threshold,0.4779497663551402
4096,64,2496,top_k,0.7389018691588785
4096,64,2560,threshold,0.5313230140186916
4096,64,2560,top_k,0.7754088785046729
4096,64,2624,threshold,0.5663697429906542
4096,64,2624,top_k,0.8185601635514018
4096,64,2688,threshold,0.6070385514018691
4096,64,2688,top_k,0.8468896028037384
4096,64,2752,threshold,0.6510660046728972
4096,64,2752,top_k,0.8704001168224299
4096,64,2816,threshold,0.6830461448598131
4096,64,2816,top_k,0.8965391355140186
4096,64,2880,threshold,0.7243720794392523
4096,64,2880,top_k,0.913697429906542
4096,64,2944,threshold,0.7486127336448598
4096,64,2944,top_k,0.9277161214953271
4096,64,3008,threshold,0.7793516355140186
4096,64,3008,top_k,0.9426109813084113
4096,64,3072,threshold,0.8014018691588785
4096,64,3072,top_k,0.9508615654205608
4096,64,3136,threshold,0.8209696261682243
4096,64,3136,top_k,0.9609375
4096,64,3200,threshold,0.84375
4096,64,3200,top_k,0.969626168224299
4096,64,3264,threshold,0.8635367990654206
4096,64,3264,top_k,0.9758323598130841
4096,64,3328,threshold,0.8799649532710281
4096,64,3328,top_k,0.9780227803738317
4096,64,3392,threshold,0.888507593457944
4096,64,3392,top_k,0.9859082943925234
4096,64,3456,threshold,0.9072721962616822
4096,64,3456,top_k,0.9881717289719626
4096,64,3520,threshold,0.9145735981308412
4096,64,3520,top_k,0.9895589953271028
4096,64,3584,threshold,0.9272780373831776
4096,64,3584,top_k,0.9920414719626168
4096,64,3648,threshold,0.9344334112149533
4096,64,3648,top_k,0.9929906542056075
4096,64,3712,threshold,0.9447283878504673
4096,64,3712,top_k,0.994669976635514
4096,64,3776,threshold,0.9454585280373832
4096,64,3776,top_k,0.9964953271028038
4096,64,3840,threshold,0.9537091121495327
4096,64,3840,top_k,0.9962762850467289
4096,64,3904,threshold,0.9599153037383178
4096,64,3904,top_k,0.9973714953271028
4096,64,3968,threshold,0.9642961448598131
4096,64,3968,top_k,0.9983206775700935
4096,64,4032,threshold,0.9679468457943925
4096,64,4032,top_k,0.998393691588785
4096,64,4096,threshold,0.9720356308411215
4096,64,4096,top_k,0.999123831775701
65536,1,64,threshold,0.9994158878504673
65536,1,64,top_k,1.0
65536,1,128,threshold,1.0
65536,1,128,top_k,1.0
65536,1,192,threshold,1.0
65536,1,192,top_k,1.0
65536,1,256,threshold,1.0
65536,1,256,top_k,1.0
65536,1,320,threshold,1.0
65536,1,320,top_k,1.0
65536,1,384,threshold,1.0
65536,1,384,top_k,1.0
65536,1,448,threshold,1.0
65536,1,448,top_k,1.0
65536,1,512,threshold,1.0
65536,1,512,top_k,1.0
65536,1,576,threshold,1.0
65536,1,576,top_k,1.0
65536,1,640,threshold,1.0
65536,1,640,top_k,1.0
65536,1,704,threshold,1.0
65536,1,704,top_k,1.0
65536,1,768,threshold,1.0
65536,1,768,top_k,1.0
65536,1,832,threshold,1.0
65536,1,832,top_k,1.0
65536,1,896,threshold,1.0
65536,1,896,top_k,1.0
65536,1,960,threshold,1.0
65536,1,960,top_k,1.0
65536,1,1024,threshold,1.0
65536,1,1024,top_k,1.0
65536,1,1088,threshold,1.0
65536,1,1088,top_k,1.0
65536,1,1152,threshold,1.0
65536,1,1152,top_k,1.0
65536,1,1216,threshold,1.0
65536,1,1216,top_k,1.0
65536,1,1280,threshold,1.0
65536,1,1280,top_k,1.0
65536,1,1344,threshold,1.0
65536,1,1344,top_k,1.0
65536,1,1408,threshold,1.0
65536,1,1408,top_k,1.0
65536,1,1472,threshold,1.0
65536,1,1472,top_k,1.0
65536,1,1536,threshold,1.0
65536,1,1536,top_k,1.0
65536,1,1600,threshold,1.0
65536,1,1600,top_k,1.0
65536,1,1664,threshold,1.0
65536,1,1664,top_k,1.0
65536,1,1728,threshold,1.0
65536,1,1728,top_k,1.0
65536,1,1792,threshold,1.0
65536,1,1792,top_k,1.0
65536,1,1856,threshold,1.0
65536,1,1856,top_k,1.0
65536,1,1920,threshold,1.0
65536,1,1920,top_k,1.0
65536,1,1984,threshold,1.0
65536,1,1984,top_k,1.0
65536,1,2048,threshold,1.0
65536,1,2048,top_k,1.0
65536,1,2112,threshold,1.0
65536,1,2112,top_k,1.0
65536,1,2176,threshold,1.0
65536,1,2176,top_k,1.0
65536,1,2240,threshold,1.0
65536,1,2240,top_k,1.0
65536,1,2304,threshold,1.0
65536,1,2304,top_k,1.0
65536,1,2368,threshold,1.0
65536,1,2368,top_k,1.0
65536,1,2432,threshold,1.0
65536,1,2432,top_k,1.0
65536,1,2496,threshold,1.0
65536,1,2496,top_k,1.0
65536,1,2560,threshold,1.0
65536,1,2560,top_k,1.0
65536,1,2624,threshold,1.0
65536,1,2624,top_k,1.0
65536,1,2688,threshold,1.0
65536,1,2688,top_k,1.0
65536,1,2752,threshold,1.0
65536,1,2752,top_k,1.0
65536,1,2816,threshold,1.0
65536,1,2816,top_k,1.0
65536,1,2880,threshold,1.0
65536,1,2880,top_k,1.0
65536,1,2944,threshold,1.0
65536,1,2944,top_k,1.0
65536,1,3008,threshold,1.0
65536,1,3008,top_k,1.0
65536,1,3072,threshold,1.0
65536,1,3072,top_k,1.0
65536,1,3136,threshold,1.0
65536,1,3136,top_k,1.0
65536,1,3200,threshold,1.0
65536,1,3200,top_k,1.0
65536,1,3264,threshold,1.0
65536,1,3264,top_k,1.0
65536,1,3328,threshold,1.0
65536,1,3328,top_k,1.0
65536,1,3392,threshold,1.0
65536,1,3392,top_k,1.0
65536,1,3456,threshold,1.0
65536,1,3456,top_k,1.0
65536,1,3520,threshold,1.0
65536,1,3520,top_k,1.0
65536,1,3584,threshold,1.0
65536,1,3584,top_k,1.0
65536,1,3648,threshold,1.0
65536,1,3648,top_k,1.0
65536,1,3712,threshold,1.0
65536,1,3712,top_k,1.0
65536,1,3776,threshold,1.0
65536,1,3776,top_k,1.0
65536,1,3840,threshold,1.0
65536,1,3840,top_k,1.0
65536,1,3904,threshold,1.0
65536,1,3904,top_k,1.0
65536,1,3968,threshold,1.0
65536,1,3968,top_k,1.0
65536,1,4032,threshold,1.0
65536,1,4032,top_k,1.0
65536,1,4096,threshold,1.0
65536,1,4096,top_k,1.0
65536,2,64,threshold,0.8614193925233645
65536,2,64,top_k,0.9993428738317757
65536,2,128,threshold,0.9971524532710281
65536,2,128,top_k,1.0
65536,2,192,threshold,1.0
65536,2,192,top_k,1.0
65536,2,256,threshold,1.0
65536,2,256,top_k,1.0
65536,2,320,threshold,1.0
65536,2,320,top_k,1.0
65536,2,384,threshold,1.0
65536,2,384,top_k,1.0
65536,2,448,threshold,1.0
65536,2,448,top_k,1.0
65536,2,512,threshold,1.0
65536,2,512,top_k,1.0
65536,2,576,threshold,1.0
65536,2,576,top_k,1.0
65536,2,640,threshold,1.0
65536,2,640,top_k,1.0
65536,2,704,threshold,1.0
65536,2,704,top_k,1.0
65536,2,768,threshold,1.0
65536,2,768,top_k,1.0
65536,2,832,threshold,1.0
65536,2,832,top_k,1.0
65536,2,896,threshold,1.0
65536,2,896,top_k,1.0
65536,2,960,threshold,1.0
65536,2,960,top_k,1.0
65536,2,1024,threshold,1.0
65536,2,1024,top_k,1.0
65536,2,1088,threshold,1.0
65536,2,1088,top_k,1.0
65536,2,1152,threshold,1.0
65536,2,1152,top_k,1.0
65536,2,1216,threshold,1.0
65536,2,1216,top_k,1.0
65536,2,1280,threshold,1.0
65536,2,1280,top_k,1.0
65536,2,1344,threshold,1.0
65536,2,1344,top_k,1.0
65536,2,1408,threshold,1.0
65536,2,1408,top_k,1.0
65536,2,1472,threshold,1.0
65536,2,1472,top_k,1.0
65536,2,1536,threshold,1.0
65536,2,1536,top_k,1.0
65536,2,1600,threshold,1.0
65536,2,1600,top_k,1.0
65536,2,1664,threshold,1.0
65536,2,1664,top_k,1.0
65536,2,1728,threshold,1.0
65536,2,1728,top_k,1.0
65536,2,1792,threshold,1.0
65536,2,1792,top_k,1.0
65536,2,1856,threshold,1.0
65536,2,1856,top_k,1.0
65536,2,1920,threshold,1.0
65536,2,1920,top_k,1.0
65536,2,1984,threshold,1.0
65536,2,1984,top_k,1.0
65536,2,2048,threshold,1.0
65536,2,2048,top_k,1.0
65536,2,2112,threshold,1.0
65536,2,2112,top_k,1.0
65536,2,2176,threshold,1.0
65536,2,2176,top_k,1.0
65536,2,2240,threshold,1.0
65536,2,2240,top_k,1.0
65536,2,2304,threshold,1.0
65536,2,2304,top_k,1.0
65536,2,2368,threshold,1.0
65536,2,2368,top_k,1.0
65536,2,2432,threshold,1.0
65536,2,2432,top_k,1.0
65536,2,2496,threshold,1.0
65536,2,2496,top_k,1.0
65536,2,2560,threshold,1.0
65536,2,2560,top_k,1.0
65536,2,2624,threshold,1.0
65536,2,2624,top_k,1.0
65536,2,2688,threshold,1.0
65536,2,2688,top_k,1.0
65536,2,2752,threshold,1.0
65536,2,2752,top_k,1.0
65536,2,2816,threshold,1.0
65536,2,2816,top_k,1.0
65536,2,2880,threshold,1.0
65536,2,2880,top_k,1.0
65536,2,2944,threshold,1.0
65536,2,2944,top_k,1.0
65536,2,3008,threshold,1.0
65536,2,3008,top_k,1.0
65536,2,3072,threshold,1.0
65536,2,3072,top_k,1.0
65536,2,3136,threshold,1.0
65536,2,3136,top_k,1.0
65536,2,3200,threshold,1.0
65536,2,3200,top_k,1.0
65536,2,3264,threshold,1.0
65536,2,3264,top_k,1.0
65536,2,3328,threshold,1.0
65536,2,3328,top_k,1.0
65536,2,3392,threshold,1.0
65536,2,3392,top_k,1.0
65536,2,3456,threshold,1.0
65536,2,3456,top_k,1.0
65536,2,3520,threshold,1.0
65536,2,3520,top_k,1.0
65536,2,3584,threshold,1.0
65536,2,3584,top_k,1.0
65536,2,3648,threshold,1.0
65536,2,3648,top_k,1.0
65536,2,3712,threshold,1.0
65536,2,3712,top_k,1.0
65536,2,3776,threshold,1.0
65536,2,3776,top_k,1.0
65536,2,3840,threshold,1.0
65536,2,3840,top_k,1.0
65536,2,3904,threshold,1.0
65536,2,3904,top_k,1.0
65536,2,3968,threshold,1.0
65536,2,3968,top_k,1.0
65536,2,4032,threshold,1.0
65536,2,4032,top_k,1.0
65536,2,4096,threshold,1.0
65536,2,4096,top_k,1.0
65536,3,64,threshold,0.20414719626168223
65536,3,64,top_k,0.5411068925233645
65536,3,128,threshold,0.9123831775700935
65536,3,128,top_k,0.9981746495327103
65536,3,192,threshold,0.9954001168224299
65536,3,192,top_k,1.0
65536,3,256,threshold,0.9997809579439252
65536,3,256,top_k,1.0
65536,3,320,threshold,0.9999269859813084
65536,3,320,top_k,1.0
65536,3,384,threshold,1.0
65536,3,384,top_k,1.0
65536,3,448,threshold,1.0
65536,3,448,top_k,1.0
65536,3,512,threshold,1.0
65536,3,512,top_k,1.0
65536,3,576,threshold,1.0
65536,3,576,top_k,1.0
65536,3,640,threshold,1.0
65536,3,640,top_k,1.0
65536,3,704,threshold,1.0
65536,3,704,top_k,1.0
65536,3,768,threshold,1.0
65536,3,768,top_k,1.0
65536,3,832,threshold,1.0
65536,3,832,top_k,1.0
65536,3,896,threshold,1.0
65536,3,896,top_k,1.0
65536,3,960,threshold,1.0
65536,3,960,top_k,1.0
65536,3,1024,threshold,1.0
65536,3,1024,top_k,1.0
65536,3,1088,threshold,1.0
65536,3,1088,top_k,1.0
65536,3,1152,threshold,1.0
65536,3,1152,top_k,1.0
65536,3,1216,threshold,1.0
65536,3,1216,top_k,1.0
65536,3,1280,threshold,1.0
65536,3,1280,top_k,1.0
65536,3,1344,threshold,1.0
65536,3,1344,top_k,1.0
65536,3,1408,threshold,1.0
65536,3,1408,top_k,1.0
65536,3,1472,threshold,1.0
65536,3,1472,top_k,1.0
65536,3,1536,threshold,1.0
65536,3,1536,top_k,1.0
65536,3,1600,threshold,1.0
65536,3,1600,top_k,1.0
65536,3,1664,threshold,1.0
65536,3,1664,top_k,1.0
65536,3,1728,threshold,1.0
65536,3,1728,top_k,1.0
65536,3,1792,threshold,1.0
65536,3,1792,top_k,1.0
65536,3,1856,threshold,1.0
65536,3,1856,top_k,1.0
65536,3,1920,threshold,1.0
65536,3,1920,top_k,1.0
65536,3,1984,threshold,1.0
65536,3,1984,top_k,1.0
65536,3,2048,threshold,1.0
65536,3,2048,top_k,1.0
65536,3,2112,threshold,1.0
65536,3,2112,top_k,1.0
65536,3,2176,threshold,1.0
65536,3,2176,top_k,1.0
65536,3,2240,threshold,1.0
65536,3,2240,top_k,1.0
65536,3,2304,threshold,1.0
65536,3,2304,top_k,1.0
65536,3,2368,threshold,1.0
65536,3,2368,top_k,1.0
65536,3,2432,threshold,1.0
65536,3,2432,top_k,1.0
65536,3,2496,threshold,1.0
65536,3,2496,top_k,1.0
65536,3,2560,threshold,1.0
65536,3,2560,top_k,1.0
65536,3,2624,threshold,1.0
65536,3,2624,top_k,1.0
65536,3,2688,threshold,1.0
65536,3,2688,top_k,1.0
65536,3,2752,threshold,1.0
65536,3,2752,top_k,1.0
65536,3,2816,threshold,1.0
65536,3,2816,top_k,1.0
65536,3,2880,threshold,1.0
65536,3,2880,top_k,1.0
65536,3,2944,threshold,1.0
65536,3,2944,top_k,1.0
65536,3,3008,threshold,1.0
65536,3,3008,top_k,1.0
65536,3,3072,threshold,1.0
65536,3,3072,top_k,1.0
65536,3,3136,threshold,1.0
65536,3,3136,top_k,1.0
65536,3,3200,threshold,1.0
65536,3,3200,top_k,1.0
65536,3,3264,threshold,1.0
65536,3,3264,top_k,1.0
65536,3,3328,threshold,1.0
65536,3,3328,top_k,1.0
65536,3,3392,threshold,1.0
65536,3,3392,top_k,1.0
65536,3,3456,threshold,1.0
65536,3,3456,top_k,1.0
65536,3,3520,threshold,1.0
65536,3,3520,top_k,1.0
65536,3,3584,threshold,1.0
65536,3,3584,top_k,1.0
65536,3,3648,threshold,1.0
65536,3,3648,top_k,1.0
65536,3,3712,threshold,1.0
65536,3,3712,top_k,1.0
65536,3,3776,threshold,1.0
65536,3,3776,top_k,1.0
65536,3,3840,threshold,1.0
65536,3,3840,top_k,1.0
65536,3,3904,threshold,1.0
65536,3,3904,top_k,1.0
65536,3,3968,threshold,1.0
65536,3,3968,top_k,1.0
65536,3,4032,threshold,1.0
65536,3,4032,top_k,1.0
65536,3,4096,threshold,1.0
65536,3,4096,top_k,1.0
65536,4,64,threshold,0.012412383177570093
65536,4,64,top_k,0.053008177570093455
65536,4,128,threshold,0.5762996495327103
65536,4,128,top_k,0.8914281542056075
65536,4,192,threshold,0.9332651869158879
65536,4,192,top_k,0.9986857476635514
65536,4,256,threshold,0.9929906542056075
65536,4,256,top_k,1.0
65536,4,320,threshold,0.999123831775701
65536,4,320,top_k,1.0
65536,4,384,threshold,0.9998539719626168
65536,4,384,top_k,1.0
65536,4,448,threshold,1.0
65536,4,448,top_k,1.0
65536,4,512,threshold,1.0
65536,4,512,top_k,1.0
65536,4,576,threshold,1.0
65536,4,576,top_k,1.0
65536,4,640,threshold,1.0
65536,4,640,top_k,1.0
65536,4,704,threshold,1.0
65536,4,704,top_k,1.0
65536,4,768,threshold,1.0
65536,4,768,top_k,1.0
65536,4,832,threshold,1.0
65536,4,832,top_k,1.0
65536,4,896,threshold,1.0
65536,4,896,top_k,1.0
65536,4,960,threshold,1.0
65536,4,960,top_k,1.0
65536,4,1024,threshold,1.0
65536,4,1024,top_k,1.0
65536,4,1088,threshold,1.0
65536,4,1088,top_k,1.0
65536,4,1152,threshold,1.0
65536,4,1152,top_k,1.0
65536,4,1216,threshold,1.0
65536,4,1216,top_k,1.0
65536,4,1280,threshold,1.0
65536,4,1280,top_k,1.0
65536,4,1344,threshold,1.0
65536,4,1344,top_k,1.0
65536,4,1408,threshold,1.0
65536,4,1408,top_k,1.0
65536,4,1472,threshold,1.0
65536,4,1472,top_k,1.0
65536,4,1536,threshold,1.0
65536,4,1536,top_k,1.0
65536,4,1600,threshold,1.0
65536,4,1600,top_k,1.0
65536,4,1664,threshold,1.0
65536,4,1664,top_k,1.0
65536,4,1728,threshold,1.0
65536,4,1728,top_k,1.0
65536,4,1792,threshold,1.0
65536,4,1792,top_k,1.0
65536,4,1856,threshold,1.0
65536,4,1856,top_k,1.0
65536,4,1920,threshold,1.0
65536,4,1920,top_k,1.0
65536,4,1984,threshold,1.0
65536,4,1984,top_k,1.0
65536,4,2048,threshold,1.0
65536,4,2048,top_k,1.0
65536,4,2112,threshold,1.0
65536,4,2112,top_k,1.0
65536,4,2176,threshold,1.0
65536,4,2176,top_k,1.0
65536,4,2240,threshold,1.0
65536,4,2240,top_k,1.0
65536,4,2304,threshold,1.0
65536,4,2304,top_k,1.0
65536,4,2368,threshold,1.0
65536,4,2368,top_k,1.0
65536,4,2432,threshold,1.0
65536,4,2432,top_k,1.0
65536,4,2496,threshold,1.0
