n,k,d,method,acc
65536,4,2496,top_k,1.0
65536,4,2560,threshold,1.0
65536,4,2560,top_k,1.0
65536,4,2624,threshold,1.0
65536,4,2624,top_k,1.0
65536,4,2688,threshold,1.0
65536,4,2688,top_k,1.0
65536,4,2752,threshold,1.0
65536,4,2752,top_k,1.0
65536,4,2816,threshold,1.0
65536,4,2816,top_k,1.0
65536,4,2880,threshold,1.0
65536,4,2880,top_k,1.0
65536,4,2944,threshold,1.0
65536,4,2944,top_k,1.0
65536,4,3008,threshold,1.0
65536,4,3008,top_k,1.0
65536,4,3072,threshold,1.0
65536,4,3072,top_k,1.0
65536,4,3136,threshold,1.0
65536,4,3136,top_k,1.0
65536,4,3200,threshold,1.0
65536,4,3200,top_k,1.0
65536,4,3264,threshold,1.0
65536,4,3264,top_k,1.0
65536,4,3328,threshold,1.0
65536,4,3328,top_k,1.0
65536,4,3392,threshold,1.0
65536,4,3392,top_k,1.0
65536,4,3456,threshold,1.0
65536,4,3456,top_k,1.0
65536,4,3520,threshold,1.0
65536,4,3520,top_k,1.0
65536,4,3584,threshold,1.0
65536,4,3584,top_k,1.0
65536,4,3648,threshold,1.0
65536,4,3648,top_k,1.0
65536,4,3712,threshold,1.0
65536,4,3712,top_k,1.0
65536,4,3776,threshold,1.0
65536,4,3776,top_k,1.0
65536,4,3840,threshold,1.0
65536,4,3840,top_k,1.0
65536,4,3904,threshold,1.0
65536,4,3904,top_k,1.0
65536,4,3968,threshold,1.0
65536,4,3968,top_k,1.0
65536,4,4032,threshold,1.0
65536,4,4032,top_k,1.0
65536,4,4096,threshold,1.0
65536,4,4096,top_k,1.0
65536,5,64,threshold,7.301401869158878e-05
65536,5,64,top_k,0.0012412383177570093
65536,5,128,threshold,0.2050963785046729
65536,5,128,top_k,0.4941588785046729
65536,5,192,threshold,0.7350321261682243
65536,5,192,top_k,0.9569947429906542
65536,5,256,threshold,0.9417348130841121
65536,5,256,top_k,0.9972254672897196
65536,5,320,threshold,0.9891209112149533
65536,5,320,top_k,1.0
65536,5,384,threshold,0.9981016355140186
65536,5,384,top_k,1.0
65536,5,448,threshold,0.999634929906542
65536,5,448,top_k,1.0
65536,5,512,threshold,0.9999269859813084
65536,5,512,top_k,1.0
65536,5,576,threshold,1.0
65536,5,576,top_k,1.0
65536,5,640,threshold,1.0
65536,5,640,top_k,1.0
65536,5,704,threshold,1.0
65536,5,704,top_k,1.0
65536,5,768,threshold,1.0
65536,5,768,top_k,1.0
65536,5,832,threshold,1.0
65536,5,832,top_k,1.0
65536,5,896,threshold,1.0
65536,5,896,top_k,1.0
65536,5,960,threshold,1.0
65536,5,960,top_k,1.0
65536,5,1024,threshold,1.0
65536,5,1024,top_k,1.0
65536,5,1088,threshold,1.0
65536,5,1088,top_k,1.0
65536,5,1152,threshold,1.0
65536,5,1152,top_k,1.0
65536,5,1216,threshold,1.0
65536,5,1216,top_k,1.0
65536,5,1280,threshold,1.0
65536,5,1280,top_k,1.0
65536,5,1344,threshold,1.0
65536,5,1344,top_k,1.0
65536,5,1408,threshold,1.0
65536,5,1408,top_k,1.0
65536,5,1472,threshold,1.0
65536,5,1472,top_k,1.0
65536,5,1536,threshold,1.0
65536,5,1536,top_k,1.0
65536,5,1600,threshold,1.0
65536,5,1600,top_k,1.0
65536,5,1664,threshold,1.0
65536,5,1664,top_k,1.0
65536,5,1728,threshold,1.0
65536,5,1728,top_k,1.0
65536,5,1792,threshold,1.0
65536,5,1792,top_k,1.0
65536,5,1856,threshold,1.0
65536,5,1856,top_k,1.0
65536,5,1920,threshold,1.0
65536,5,1920,top_k,1.0
65536,5,1984,threshold,1.0
65536,5,1984,top_k,1.0
65536,5,2048,threshold,1.0
65536,5,2048,top_k,1.0
65536,5,2112,threshold,1.0
65536,5,2112,top_k,1.0
65536,5,2176,threshold,1.0
65536,5,2176,top_k,1.0
65536,5,2240,threshold,1.0
65536,5,2240,top_k,1.0
65536,5,2304,threshold,1.0
65536,5,2304,top_k,1.0
65536,5,2368,threshold,1.0
65536,5,2368,top_k,1.0
65536,5,2432,threshold,1.0
65536,5,2432,top_k,1.0
65536,5,2496,threshold,1.0
65536,5,2496,top_k,1.0
65536,5,2560,threshold,1.0
65536,5,2560,top_k,1.0
65536,5,2624,threshold,1.0
65536,5,2624,top_k,1.0
65536,5,2688,threshold,1.0
65536,5,2688,top_k,1.0
65536,5,2752,threshold,1.0
65536,5,2752,top_k,1.0
65536,5,2816,threshold,1.0
65536,5,2816,top_k,1.0
65536,5,2880,threshold,1.0
65536,5,2880,top_k,1.0
65536,5,2944,threshold,1.0
65536,5,2944,top_k,1.0
65536,5,3008,threshold,1.0
65536,5,3008,top_k,1.0
65536,5,3072,threshold,1.0
65536,5,3072,top_k,1.0
65536,5,3136,threshold,1.0
65536,5,3136,top_k,1.0
65536,5,3200,threshold,1.0
65536,5,3200,top_k,1.0
65536,5,3264,threshold,1.0
65536,5,3264,top_k,1.0
65536,5,3328,threshold,1.0
65536,5,3328,top_k,1.0
65536,5,3392,threshold,1.0
65536,5,3392,top_k,1.0
65536,5,3456,threshold,1.0
65536,5,3456,top_k,1.0
65536,5,3520,threshold,1.0
65536,5,3520,top_k,1.0
65536,5,3584,threshold,1.0
65536,5,3584,top_k,1.0
65536,5,3648,threshold,1.0
65536,5,3648,top_k,1.0
65536,5,3712,threshold,1.0
65536,5,3712,top_k,1.0
65536,5,3776,threshold,1.0
65536,5,3776,top_k,1.0
65536,5,3840,threshold,1.0
65536,5,3840,top_k,1.0
65536,5,3904,threshold,1.0
65536,5,3904,top_k,1.0
65536,5,3968,threshold,1.0
65536,5,3968,top_k,1.0
65536,5,4032,threshold,1.0
65536,5,4032,top_k,1.0
65536,5,4096,threshold,1.0
65536,5,4096,top_k,1.0
65536,6,64,threshold,0.0
65536,6,64,top_k,0.0
65536,6,128,threshold,0.035046728971962614
65536,6,128,top_k,0.135294976635514
65536,6,192,threshold,0.4277161214953271
65536,6,192,top_k,0.7532126168224299
65536,6,256,threshold,0.8019129672897196
65536,6,256,top_k,0.9734959112149533
65536,6,320,threshold,0.9411507009345794
65536,6,320,top_k,0.9981746495327103
65536,6,384,threshold,0.9858352803738317
65536,6,384,top_k,0.9998539719626168
65536,6,448,threshold,0.9960572429906542
65536,6,448,top_k,1.0
65536,6,512,threshold,0.999123831775701
65536,6,512,top_k,1.0
65536,6,576,threshold,0.9998539719626168
65536,6,576,top_k,1.0
65536,6,640,threshold,0.9998539719626168
65536,6,640,top_k,1.0
65536,6,704,threshold,1.0
65536,6,704,top_k,1.0
65536,6,768,threshold,1.0
65536,6,768,top_k,1.0
65536,6,832,threshold,1.0
65536,6,832,top_k,1.0
65536,6,896,threshold,1.0
65536,6,896,top_k,1.0
65536,6,960,threshold,1.0
65536,6,960,top_k,1.0
65536,6,1024,threshold,1.0
65536,6,1024,top_k,1.0
65536,6,1088,threshold,1.0
65536,6,1088,top_k,1.0
65536,6,1152,threshold,1.0
65536,6,1152,top_k,1.0
65536,6,1216,threshold,1.0
65536,6,1216,top_k,1.0
65536,6,1280,threshold,1.0
65536,6,1280,top_k,1.0
65536,6,1344,threshold,1.0
65536,6,1344,top_k,1.0
65536,6,1408,threshold,1.0
65536,6,1408,top_k,1.0
65536,6,1472,threshold,1.0
65536,6,1472,top_k,1.0
65536,6,1536,threshold,1.0
65536,6,1536,top_k,1.0
65536,6,1600,threshold,1.0
65536,6,1600,top_k,1.0
65536,6,1664,threshold,1.0
65536,6,1664,top_k,1.0
65536,6,1728,threshold,1.0
65536,6,1728,top_k,1.0
65536,6,1792,threshold,1.0
65536,6,1792,top_k,1.0
65536,6,1856,threshold,1.0
65536,6,1856,top_k,1.0
65536,6,1920,threshold,1.0
65536,6,1920,top_k,1.0
65536,6,1984,threshold,1.0
65536,6,1984,top_k,1.0
65536,6,2048,threshold,1.0
65536,6,2048,top_k,1.0
65536,6,2112,threshold,1.0
65536,6,2112,top_k,1.0
65536,6,2176,threshold,1.0
65536,6,2176,top_k,1.0
65536,6,2240,threshold,1.0
65536,6,2240,top_k,1.0
65536,6,2304,threshold,1.0
65536,6,2304,top_k,1.0
65536,6,2368,threshold,1.0
65536,6,2368,top_k,1.0
65536,6,2432,threshold,1.0
65536,6,2432,top_k,1.0
65536,6,2496,threshold,1.0
65536,6,2496,top_k,1.0
65536,6,2560,threshold,1.0
65536,6,2560,top_k,1.0
65536,6,2624,threshold,1.0
65536,6,2624,top_k,1.0
65536,6,2688,threshold,1.0
65536,6,2688,top_k,1.0
65536,6,2752,threshold,1.0
65536,6,2752,top_k,1.0
65536,6,2816,threshold,1.0
65536,6,2816,top_k,1.0
65536,6,2880,threshold,1.0
65536,6,2880,top_k,1.0
65536,6,2944,threshold,1.0
65536,6,2944,top_k,1.0
65536,6,3008,threshold,1.0
65536,6,3008,top_k,1.0
65536,6,3072,threshold,1.0
65536,6,3072,top_k,1.0
65536,6,3136,threshold,1.0
65536,6,3136,top_k,1.0
65536,6,3200,threshold,1.0
65536,6,3200,top_k,1.0
65536,6,3264,threshold,1.0
65536,6,3264,top_k,1.0
65536,6,3328,threshold,1.0
65536,6,3328,top_k,1.0
65536,6,3392,threshold,1.0
65536,6,3392,top_k,1.0
65536,6,3456,threshold,1.0
65536,6,3456,top_k,1.0
65536,6,3520,threshold,1.0
65536,6,3520,top_k,1.0
65536,6,3584,threshold,1.0
65536,6,3584,top_k,1.0
65536,6,3648,threshold,1.0
65536,6,3648,top_k,1.0
65536,6,3712,threshold,1.0
65536,6,3712,top_k,1.0
65536,6,3776,threshold,1.0
65536,6,3776,top_k,1.0
65536,6,3840,threshold,1.0
65536,6,3840,top_k,1.0
65536,6,3904,threshold,1.0
65536,6,3904,top_k,1.0
65536,6,3968,threshold,1.0
65536,6,3968,top_k,1.0
65536,6,4032,threshold,1.0
65536,6,4032,top_k,1.0
65536,6,4096,threshold,1.0
65536,6,4096,top_k,1.0
65536,7,64,threshold,0.0
65536,7,64,top_k,0.0
65536,7,128,threshold,0.003066588785046729
65536,7,128,top_k,0.01686623831775701
65536,7,192,threshold,0.17202102803738317
65536,7,192,top_k,0.4187353971962617
65536,7,256,threshold,0.5769567757009346
65536,7,256,top_k,0.8672605140186916
65536,7,320,threshold,0.8440420560747663
65536,7,320,top_k,0.9810893691588785
65536,7,384,threshold,0.9538551401869159
65536,7,384,top_k,0.9978095794392523
65536,7,448,threshold,0.9836448598130841
65536,7,448,top_k,0.9997809579439252
65536,7,512,threshold,0.9955461448598131
65536,7,512,top_k,1.0
65536,7,576,threshold,0.9986857476635514
65536,7,576,top_k,1.0
65536,7,640,threshold,0.999634929906542
65536,7,640,top_k,1.0
65536,7,704,threshold,0.9998539719626168
65536,7,704,top_k,1.0
65536,7,768,threshold,0.9999269859813084
65536,7,768,top_k,1.0
65536,7,832,threshold,1.0
65536,7,832,top_k,1.0
65536,7,896,threshold,1.0
65536,7,896,top_k,1.0
65536,7,960,threshold,1.0
65536,7,960,top_k,1.0
65536,7,1024,threshold,1.0
65536,7,1024,top_k,1.0
65536,7,1088,threshold,1.0
65536,7,1088,top_k,1.0
65536,7,1152,threshold,1.0
65536,7,1152,top_k,1.0
65536,7,1216,threshold,1.0
65536,7,1216,top_k,1.0
65536,7,1280,threshold,1.0
65536,7,1280,top_k,1.0
65536,7,1344,threshold,1.0
65536,7,1344,top_k,1.0
65536,7,1408,threshold,1.0
65536,7,1408,top_k,1.0
65536,7,1472,threshold,1.0
65536,7,1472,top_k,1.0
65536,7,1536,threshold,1.0
65536,7,1536,top_k,1.0
65536,7,1600,threshold,1.0
65536,7,1600,top_k,1.0
65536,7,1664,threshold,1.0
65536,7,1664,top_k,1.0
65536,7,1728,threshold,1.0
65536,7,1728,top_k,1.0
65536,7,1792,threshold,1.0
65536,7,1792,top_k,1.0
65536,7,1856,threshold,1.0
65536,7,1856,top_k,1.0
65536,7,1920,threshold,1.0
65536,7,1920,top_k,1.0
65536,7,1984,threshold,1.0
65536,7,1984,top_k,1.0
65536,7,2048,threshold,1.0
65536,7,2048,top_k,1.0
65536,7,2112,threshold,1.0
65536,7,2112,top_k,1.0
65536,7,2176,threshold,1.0
65536,7,2176,top_k,1.0
65536,7,2240,threshold,1.0
65536,7,2240,top_k,1.0
65536,7,2304,threshold,1.0
65536,7,2304,top_k,1.0
65536,7,2368,threshold,1.0
65536,7,2368,top_k,1.0
65536,7,2432,threshold,1.0
65536,7,2432,top_k,1.0
65536,7,2496,threshold,1.0
65536,7,2496,top_k,1.0
65536,7,2560,threshold,1.0
65536,7,2560,top_k,1.0
65536,7,2624,threshold,1.0
65536,7,2624,top_k,1.0
65536,7,2688,threshold,1.0
65536,7,2688,top_k,1.0
65536,7,2752,threshold,1.0
65536,7,2752,top_k,1.0
65536,7,2816,threshold,1.0
65536,7,2816,top_k,1.0
65536,7,2880,threshold,1.0
65536,7,2880,top_k,1.0
65536,7,2944,threshold,1.0
65536,7,2944,top_k,1.0
65536,7,3008,threshold,1.0
65536,7,3008,top_k,1.0
65536,7,3072,threshold,1.0
65536,7,3072,top_k,1.0
65536,7,3136,threshold,1.0
65536,7,3136,top_k,1.0
65536,7,3200,threshold,1.0
65536,7,3200,top_k,1.0
65536,7,3264,threshold,1.0
65536,7,3264,top_k,1.0
65536,7,3328,threshold,1.0
65536,7,3328,top_k,1.0
65536,7,3392,threshold,1.0
65536,7,3392,top_k,1.0
65536,7,3456,threshold,1.0
65536,7,3456,top_k,1.0
65536,7,3520,threshold,1.0
65536,7,3520,top_k,1.0
65536,7,3584,threshold,1.0
65536,7,3584,top_k,1.0
65536,7,3648,threshold,1.0
65536,7,3648,top_k,1.0
65536,7,3712,threshold,1.0
65536,7,3712,top_k,1.0
65536,7,3776,threshold,1.0
65536,7,3776,top_k,1.0
65536,7,3840,threshold,1.0
65536,7,3840,top_k,1.0
65536,7,3904,threshold,1.0
65536,7,3904,top_k,1.0
65536,7,3968,threshold,1.0
65536,7,3968,top_k,1.0
65536,7,4032,threshold,1.0
65536,7,4032,top_k,1.0
65536,7,4096,threshold,1.0
65536,7,4096,top_k,1.0
65536,8,64,threshold,0.0
65536,8,64,top_k,0.0
65536,8,128,threshold,0.00021904205607476635
65536,8,128,top_k,0.0015332943925233644
65536,8,192,threshold,0.04870035046728972
65536,8,192,top_k,0.15654205607476634
65536,8,256,threshold,0.3294392523364486
65536,8,256,top_k,0.6328125
65536,8,320,threshold,0.6714369158878505
65536,8,320,top_k,0.9103387850467289
65536,8,384,threshold,0.8635367990654206
65536,8,384,top_k,0.985981308411215
65536,8,448,threshold,0.9525408878504673
65536,8,448,top_k,0.9979556074766355
65536,8,512,threshold,0.9816734813084113
65536,8,512,top_k,0.9995619158878505
65536,8,576,threshold,0.9939398364485982
65536,8,576,top_k,0.9999269859813084
65536,8,640,threshold,0.9983206775700935
65536,8,640,top_k,1.0
65536,8,704,threshold,0.9993428738317757
65536,8,704,top_k,1.0
65536,8,768,threshold,0.999634929906542
65536,8,768,top_k,1.0
65536,8,832,threshold,1.0
65536,8,832,top_k,1.0
65536,8,896,threshold,1.0
65536,8,896,top_k,1.0
65536,8,960,threshold,0.9999269859813084
65536,8,960,top_k,1.0
65536,8,1024,threshold,1.0
65536,8,1024,top_k,1.0
65536,8,1088,threshold,1.0
65536,8,1088,top_k,1.0
65536,8,1152,threshold,1.0
65536,8,1152,top_k,1.0
65536,8,1216,threshold,1.0
65536,8,1216,top_k,1.0
65536,8,1280,threshold,1.0
65536,8,1280,top_k,1.0
65536,8,1344,threshold,1.0
65536,8,1344,top_k,1.0
65536,8,1408,threshold,1.0
65536,8,1408,top_k,1.0
65536,8,1472,threshold,1.0
65536,8,1472,top_k,1.0
65536,8,1536,threshold,1.0
65536,8,1536,top_k,1.0
65536,8,1600,threshold,1.0
65536,8,1600,top_k,1.0
65536,8,1664,threshold,1.0
65536,8,1664,top_k,1.0
65536,8,1728,threshold,1.0
65536,8,1728,top_k,1.0
65536,8,1792,threshold,1.0
65536,8,1792,top_k,1.0
65536,8,1856,threshold,1.0
65536,8,1856,top_k,1.0
65536,8,1920,threshold,1.0
65536,8,1920,top_k,1.0
65536,8,1984,threshold,1.0
65536,8,1984,top_k,1.0
65536,8,2048,threshold,1.0
65536,8,2048,top_k,1.0
65536,8,2112,threshold,1.0
65536,8,2112,top_k,1.0
65536,8,2176,threshold,1.0
65536,8,2176,top_k,1.0
65536,8,2240,threshold,1.0
65536,8,2240,top_k,1.0
65536,8,2304,threshold,1.0
65536,8,2304,top_k,1.0
65536,8,2368,threshold,1.0
65536,8,2368,top_k,1.0
65536,8,2432,threshold,1.0
65536,8,2432,top_k,1.0
65536,8,2496,threshold,1.0
65536,8,2496,top_k,1.0
65536,8,2560,threshold,1.0
65536,8,2560,top_k,1.0
65536,8,2624,threshold,1.0
65536,8,2624,top_k,1.0
65536,8,2688,threshold,1.0
65536,8,2688,top_k,1.0
65536,8,2752,threshold,1.0
65536,8,2752,top_k,1.0
65536,8,2816,threshold,1.0
65536,8,2816,top_k,1.0
65536,8,2880,threshold,1.0
65536,8,2880,top_k,1.0
65536,8,2944,threshold,1.0
65536,8,2944,top_k,1.0
65536,8,3008,threshold,1.0
65536,8,3008,top_k,1.0
65536,8,3072,threshold,1.0
65536,8,3072,top_k,1.0
65536,8,3136,threshold,1.0
65536,8,3136,top_k,1.0
65536,8,3200,threshold,1.0
65536,8,3200,top_k,1.0
65536,8,3264,threshold,1.0
65536,8,3264,top_k,1.0
65536,8,3328,threshold,1.0
65536,8,3328,top_k,1.0
65536,8,3392,threshold,1.0
65536,8,3392,top_k,1.0
65536,8,3456,threshold,1.0
65536,8,3456,top_k,1.0
65536,8,3520,threshold,1.0
65536,8,3520,top_k,1.0
65536,8,3584,threshold,1.0
65536,8,3584,top_k,1.0
65536,8,3648,threshold,1.0
65536,8,3648,top_k,1.0
65536,8,3712,threshold,1.0
65536,8,3712,top_k,1.0
65536,8,3776,threshold,1.0
65536,8,3776,top_k,1.0
65536,8,3840,threshold,1.0
65536,8,3840,top_k,1.0
65536,8,3904,threshold,1.0
65536,8,3904,top_k,1.0
65536,8,3968,threshold,1.0
65536,8,3968,top_k,1.0
65536,8,4032,threshold,1.0
65536,8,4032,top_k,1.0
65536,8,4096,threshold,1.0
65536,8,4096,top_k,1.0
65536,9,64,threshold,0.0
65536,9,64,top_k,0.0
65536,9,128,threshold,0.0
65536,9,128,top_k,7.301401869158878e-05
65536,9,192,threshold,0.007520443925233645
65536,9,192,top_k,0.038551401869158876
65536,9,256,threshold,0.14471378504672897
65536,9,256,top_k,0.3621495327102804
65536,9,320,threshold,0.4549503504672897
65536,9,320,top_k,0.7606600467289719
65536,9,384,threshold,0.7280957943925234
65536,9,384,top_k,0.9383031542056075
65536,9,448,threshold,0.8798919392523364
65536,9,448,top_k,0.9869304906542056
65536,9,512,threshold,0.9510806074766355
65536,9,512,top_k,0.9978095794392523
65536,9,576,threshold,0.9791910046728972
65536,9,576,top_k,0.9994889018691588
65536,9,640,threshold,0.9916033878504673
65536,9,640,top_k,1.0
65536,9,704,threshold,0.9968603971962616
65536,9,704,top_k,1.0
65536,9,768,threshold,0.9991968457943925
65536,9,768,top_k,1.0
65536,9,832,threshold,0.999634929906542
65536,9,832,top_k,1.0
65536,9,896,threshold,0.9997809579439252
65536,9,896,top_k,1.0
65536,9,960,threshold,0.9997079439252337
65536,9,960,top_k,1.0
65536,9,1024,threshold,1.0
65536,9,1024,top_k,1.0
65536,9,1088,threshold,1.0
65536,9,1088,top_k,1.0
65536,9,1152,threshold,1.0
65536,9,1152,top_k,1.0
65536,9,1216,threshold,1.0
65536,9,1216,top_k,1.0
65536,9,1280,threshold,1.0
65536,9,1280,top_k,1.0
65536,9,1344,threshold,1.0
65536,9,1344,top_k,1.0
65536,9,1408,threshold,1.0
65536,9,1408,top_k,1.0
65536,9,1472,threshold,1.0
65536,9,1472,top_k,1.0
65536,9,1536,threshold,1.0
65536,9,1536,top_k,1.0
65536,9,1600,threshold,1.0
65536,9,1600,top_k,1.0
65536,9,1664,threshold,1.0
65536,9,1664,top_k,1.0
65536,9,1728,threshold,1.0
65536,9,1728,top_k,1.0
65536,9,1792,threshold,1.0
65536,9,1792,top_k,1.0
65536,9,1856,threshold,1.0
65536,9,1856,top_k,1.0
65536,9,1920,threshold,1.0
65536,9,1920,top_k,1.0
65536,9,1984,threshold,1.0
65536,9,1984,top_k,1.0
65536,9,2048,threshold,1.0
65536,9,2048,top_k,1.0
65536,9,2112,threshold,1.0
65536,9,2112,top_k,1.0
65536,9,2176,threshold,1.0
65536,9,2176,top_k,1.0
65536,9,2240,threshold,1.0
65536,9,2240,top_k,1.0
65536,9,2304,threshold,1.0
65536,9,2304,top_k,1.0
65536,9,2368,threshold,1.0
65536,9,2368,top_k,1.0
65536,9,2432,threshold,1.0
65536,9,2432,top_k,1.0
65536,9,2496,threshold,1.0
65536,9,2496,top_k,1.0
65536,9,2560,threshold,1.0
65536,9,2560,top_k,1.0
65536,9,2624,threshold,1.0
65536,9,2624,top_k,1.0
65536,9,2688,threshold,1.0
65536,9,2688,top_k,1.0
65536,9,2752,threshold,1.0
65536,9,2752,top_k,1.0
65536,9,2816,threshold,1.0
65536,9,2816,top_k,1.0
65536,9,2880,threshold,1.0
65536,9,2880,top_k,1.0
65536,9,2944,threshold,1.0
65536,9,2944,top_k,1.0
65536,9,3008,threshold,1.0
65536,9,3008,top_k,1.0
65536,9,3072,threshold,1.0
65536,9,3072,top_k,1.0
65536,9,3136,threshold,1.0
65536,9,3136,top_k,1.0
65536,9,3200,threshold,1.0
65536,9,3200,top_k,1.0
65536,9,3264,threshold,1.0
65536,9,3264,top_k,1.0
65536,9,3328,threshold,1.0
65536,9,3328,top_k,1.0
65536,9,3392,threshold,1.0
65536,9,3392,top_k,1.0
65536,9,3456,threshold,1.0
65536,9,3456,top_k,1.0
65536,9,3520,threshold,1.0
65536,9,3520,top_k,1.0
65536,9,3584,threshold,1.0
65536,9,3584,top_k,1.0
65536,9,3648,threshold,1.0
65536,9,3648,top_k,1.0
65536,9,3712,threshold,1.0
65536,9,3712,top_k,1.0
65536,9,3776,threshold,1.0
65536,9,3776,top_k,1.0
65536,9,3840,threshold,1.0
65536,9,3840,top_k,1.0
65536,9,3904,threshold,1.0
65536,9,3904,top_k,1.0
65536,9,3968,threshold,1.0
65536,9,3968,top_k,1.0
65536,9,4032,threshold,1.0
65536,9,4032,top_k,1.0
65536,9,4096,threshold,1.0
65536,9,4096,top_k,1.0
65536,10,64,threshold,0.0
65536,10,64,top_k,0.0
65536,10,128,threshold,0.0
65536,10,128,top_k,0.0
65536,10,192,threshold,0.0013872663551401869
65536,10,192,top_k,0.006717289719626168
65536,10,256,threshold,0.04672897196261682
65536,10,256,top_k,0.15267231308411214
65536,10,320,threshold,0.24948890186915887
65536,10,320,top_k,0.5277453271028038
65536,10,384,threshold,0.548481308411215
65536,10,384,top_k,0.8306804906542056
65536,10,448,threshold,0.7619742990654206
65536,10,448,top_k,0.9512266355140186
65536,10,512,threshold,0.8917202102803738
65536,10,512,top_k,0.9888288551401869
65536,10,576,threshold,0.9493282710280374
65536,10,576,top_k,0.9970064252336449
65536,10,640,threshold,0.9794830607476636
65536,10,640,top_k,0.9991968457943925
65536,10,704,threshold,0.9910922897196262
65536,10,704,top_k,0.9999269859813084
65536,10,768,threshold,0.9951080607476636
65536,10,768,top_k,1.0
65536,10,832,threshold,0.9981746495327103
65536,10,832,top_k,1.0
65536,10,896,threshold,0.9991968457943925
65536,10,896,top_k,1.0
65536,10,960,threshold,0.9995619158878505
65536,10,960,top_k,1.0
65536,10,1024,threshold,0.9998539719626168
65536,10,1024,top_k,1.0
65536,10,1088,threshold,1.0
65536,10,1088,top_k,1.0
65536,10,1152,threshold,1.0
65536,10,1152,top_k,1.0
65536,10,1216,threshold,0.9998539719626168
65536,10,1216,top_k,1.0
65536,10,1280,threshold,1.0
65536,10,1280,top_k,1.0
65536,10,1344,threshold,1.0
65536,10,1344,top_k,1.0
65536,10,1408,threshold,1.0
65536,10,1408,top_k,1.0
65536,10,1472,threshold,1.0
65536,10,1472,top_k,1.0
65536,10,1536,threshold,1.0
65536,10,1536,top_k,1.0
65536,10,1600,threshold,1.0
65536,10,1600,top_k,1.0
65536,10,1664,threshold,1.0
65536,10,1664,top_k,1.0
65536,10,1728,threshold,1.0
65536,10,1728,top_k,1.0
65536,10,1792,threshold,1.0
65536,10,1792,top_k,1.0
65536,10,1856,threshold,1.0
65536,10,1856,top_k,1.0
65536,10,1920,threshold,1.0
65536,10,1920,top_k,1.0
65536,10,1984,threshold,1.0
65536,10,1984,top_k,1.0
65536,10,2048,threshold,1.0
65536,10,2048,top_k,1.0
65536,10,2112,threshold,1.0
65536,10,2112,top_k,1.0
65536,10,2176,threshold,1.0
65536,10,2176,top_k,1.0
65536,10,2240,threshold,1.0
65536,10,2240,top_k,1.0
65536,10,2304,threshold,1.0
65536,10,2304,top_k,1.0
65536,10,2368,threshold,1.0
65536,10,2368,top_k,1.0
65536,10,2432,threshold,1.0
65536,10,2432,top_k,1.0
65536,10,2496,threshold,1.0
65536,10,2496,top_k,1.0
65536,10,2560,threshold,1.0
65536,10,2560,top_k,1.0
65536,10,2624,threshold,1.0
65536,10,2624,top_k,1.0
65536,10,2688,threshold,1.0
65536,10,2688,top_k,1.0
65536,10,2752,threshold,1.0
65536,10,2752,top_k,1.0
